"Category","Group","Database","a","b","c","d","Odds ratio","p-value","q-value","Product"
"clust_0649","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"SSU ribosomal protein S13p (S18e)"
"clust_0649","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"SSU ribosomal protein S13p (S18e)"
"clust_0649","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"SSU ribosomal protein S13p (S18e)"
"clust_0649","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"SSU ribosomal protein S13p (S18e)"
"clust_0650","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"probable DeoR-type transcriptional regulator"
"clust_0650","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"probable DeoR-type transcriptional regulator"
"clust_0650","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"probable DeoR-type transcriptional regulator"
"clust_0650","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"probable DeoR-type transcriptional regulator"
"clust_0650","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"probable DeoR-type transcriptional regulator"
"clust_0650","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"probable DeoR-type transcriptional regulator"
"clust_0650","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"probable DeoR-type transcriptional regulator"
"clust_0651","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"FIG00424144: hypothetical protein"
"clust_0651","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"FIG00424144: hypothetical protein"
"clust_0651","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"FIG00424144: hypothetical protein"
"clust_0651","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"FIG00424144: hypothetical protein"
"clust_0651","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"FIG00424144: hypothetical protein"
"clust_0651","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"FIG00424144: hypothetical protein"
"clust_0651","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"FIG00424144: hypothetical protein"
"clust_0652","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"Nicotinate phosphoribosyltransferase (EC 2.4.2.11)"
"clust_0652","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"Nicotinate phosphoribosyltransferase (EC 2.4.2.11)"
"clust_0652","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"Nicotinate phosphoribosyltransferase (EC 2.4.2.11)"
"clust_0652","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"Nicotinate phosphoribosyltransferase (EC 2.4.2.11)"
"clust_0652","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"Nicotinate phosphoribosyltransferase (EC 2.4.2.11)"
"clust_0652","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"Nicotinate phosphoribosyltransferase (EC 2.4.2.11)"
"clust_0652","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"Nicotinate phosphoribosyltransferase (EC 2.4.2.11)"
"clust_0653","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"FIG00423807: hypothetical protein"
"clust_0653","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"FIG00423807: hypothetical protein"
"clust_0653","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"FIG00423807: hypothetical protein"
"clust_0653","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"FIG00423807: hypothetical protein"
"clust_0653","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"FIG00423807: hypothetical protein"
"clust_0653","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"FIG00423807: hypothetical protein"
"clust_0653","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"FIG00423807: hypothetical protein"
"clust_0654","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"COG1399 protein, clustered with ribosomal protein L32p"
"clust_0654","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"COG1399 protein, clustered with ribosomal protein L32p"
"clust_0654","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"COG1399 protein, clustered with ribosomal protein L32p"
"clust_0654","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"COG1399 protein, clustered with ribosomal protein L32p"
"clust_0654","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"COG1399 protein, clustered with ribosomal protein L32p"
"clust_0654","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"COG1399 protein, clustered with ribosomal protein L32p"
"clust_0654","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"COG1399 protein, clustered with ribosomal protein L32p"
"clust_0655","group5","ortho_id",33,43217,21,35994,1.30878443576945,0.34309163273891,1,"COG0477: Permeases of the major facilitator superfamily"
"clust_0655","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"COG0477: Permeases of the major facilitator superfamily"
"clust_0655","group3","ortho_id",9,15421,45,63790,0.827316246601141,0.731635944625354,1,"COG0477: Permeases of the major facilitator superfamily"
"clust_0655","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"COG0477: Permeases of the major facilitator superfamily"
"clust_0655","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"COG0477: Permeases of the major facilitator superfamily"
"clust_0655","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"COG0477: Permeases of the major facilitator superfamily"
"clust_0655","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"COG0477: Permeases of the major facilitator superfamily"
"clust_0656","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"SSU ribosomal protein S4p (S9e)"
"clust_0656","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"SSU ribosomal protein S4p (S9e)"
"clust_0656","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"SSU ribosomal protein S4p (S9e)"
"clust_0656","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"SSU ribosomal protein S4p (S9e)"
"clust_0656","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"SSU ribosomal protein S4p (S9e)"
"clust_0656","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"SSU ribosomal protein S4p (S9e)"
"clust_0656","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"SSU ribosomal protein S4p (S9e)"
"clust_0657","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"FIG00423972: hypothetical protein"
"clust_0657","group1","ortho_id",1,3077,53,76134,0.466850968991606,0.724752161753127,1,"FIG00423972: hypothetical protein"
"clust_0657","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"FIG00423972: hypothetical protein"
"clust_0657","group5","ortho_id",35,43215,19,35996,1.53437267676707,0.135181722621175,0.641322183488491,"FIG00423972: hypothetical protein"
"clust_0657","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"FIG00423972: hypothetical protein"
"clust_0657","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"FIG00423972: hypothetical protein"
"clust_0657","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"FIG00423972: hypothetical protein"
"clust_0658","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"FOG: TPR repeat"
"clust_0658","group5","ortho_id",35,43215,19,35996,1.53437267676707,0.135181722621175,0.641322183488491,"FOG: TPR repeat"
"clust_0658","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"FOG: TPR repeat"
"clust_0658","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"FOG: TPR repeat"
"clust_0658","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"FOG: TPR repeat"
"clust_0658","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"FOG: TPR repeat"
"clust_0658","group1","ortho_id",1,3077,53,76134,0.466850968991606,0.724752161753127,1,"FOG: TPR repeat"
"clust_0659","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)"
"clust_0659","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)"
"clust_0659","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)"
"clust_0659","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)"
"clust_0659","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)"
"clust_0659","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)"
"clust_0659","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)"
"clust_0660","group1","ortho_id",1,3077,53,76134,0.466850968991606,0.724752161753127,1,"NLP/P60 family protein"
"clust_0660","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"NLP/P60 family protein"
"clust_0660","group5","ortho_id",35,43215,19,35996,1.53437267676707,0.135181722621175,0.641322183488491,"NLP/P60 family protein"
"clust_0660","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"NLP/P60 family protein"
"clust_0660","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"NLP/P60 family protein"
"clust_0660","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"NLP/P60 family protein"
"clust_0660","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"NLP/P60 family protein"
"clust_0661","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"Dihydrofolate reductase (EC 1.5.1.3)"
"clust_0661","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"Dihydrofolate reductase (EC 1.5.1.3)"
"clust_0661","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"Dihydrofolate reductase (EC 1.5.1.3)"
"clust_0661","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"Dihydrofolate reductase (EC 1.5.1.3)"
"clust_0661","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"Dihydrofolate reductase (EC 1.5.1.3)"
"clust_0661","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"Dihydrofolate reductase (EC 1.5.1.3)"
"clust_0661","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"Dihydrofolate reductase (EC 1.5.1.3)"
"clust_0662","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"Cell division protein FtsZ (EC 3.4.24.-)"
"clust_0662","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"Cell division protein FtsZ (EC 3.4.24.-)"
"clust_0662","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"Cell division protein FtsZ (EC 3.4.24.-)"
"clust_0662","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"Cell division protein FtsZ (EC 3.4.24.-)"
"clust_0662","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"Cell division protein FtsZ (EC 3.4.24.-)"
"clust_0662","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"Cell division protein FtsZ (EC 3.4.24.-)"
"clust_0662","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"Cell division protein FtsZ (EC 3.4.24.-)"
"clust_0663","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"FIG021292: hypothetical protein"
"clust_0663","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"FIG021292: hypothetical protein"
"clust_0663","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"FIG021292: hypothetical protein"
"clust_0663","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"FIG021292: hypothetical protein"
"clust_0663","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"FIG021292: hypothetical protein"
"clust_0663","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"FIG021292: hypothetical protein"
"clust_0663","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"FIG021292: hypothetical protein"
"clust_0664","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine"
"clust_0664","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine"
"clust_0664","group5","ortho_id",35,43215,19,35996,1.53437267676707,0.135181722621175,0.641322183488491,"Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine"
"clust_0664","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine"
"clust_0664","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine"
"clust_0664","group1","ortho_id",1,3077,53,76134,0.466850968991606,0.724752161753127,1,"Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine"
"clust_0664","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine"
"clust_0665","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"UDP-N-acetylmuramoylalanyl-D-glutamate--L-ornithine ligase"
"clust_0665","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"UDP-N-acetylmuramoylalanyl-D-glutamate--L-ornithine ligase"
"clust_0665","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"UDP-N-acetylmuramoylalanyl-D-glutamate--L-ornithine ligase"
"clust_0665","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"UDP-N-acetylmuramoylalanyl-D-glutamate--L-ornithine ligase"
"clust_0665","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"UDP-N-acetylmuramoylalanyl-D-glutamate--L-ornithine ligase"
"clust_0665","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"UDP-N-acetylmuramoylalanyl-D-glutamate--L-ornithine ligase"
"clust_0665","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"UDP-N-acetylmuramoylalanyl-D-glutamate--L-ornithine ligase"
"clust_0666","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"Translation initiation factor 3"
"clust_0666","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"Translation initiation factor 3"
"clust_0666","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"Translation initiation factor 3"
"clust_0666","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"Translation initiation factor 3"
"clust_0666","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"Translation initiation factor 3"
"clust_0666","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"Translation initiation factor 3"
"clust_0666","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"Translation initiation factor 3"
"clust_0667","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"LSU ribosomal protein L20p"
"clust_0667","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"LSU ribosomal protein L20p"
"clust_0667","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"LSU ribosomal protein L20p"
"clust_0667","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"LSU ribosomal protein L20p"
"clust_0667","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"LSU ribosomal protein L20p"
"clust_0667","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"LSU ribosomal protein L20p"
"clust_0667","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"LSU ribosomal protein L20p"
"clust_0668","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"FIG00672343: hypothetical protein"
"clust_0668","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"FIG00672343: hypothetical protein"
"clust_0668","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"FIG00672343: hypothetical protein"
"clust_0668","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"FIG00672343: hypothetical protein"
"clust_0668","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"FIG00672343: hypothetical protein"
"clust_0668","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"FIG00672343: hypothetical protein"
"clust_0668","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"FIG00672343: hypothetical protein"
"clust_0669","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)"
"clust_0669","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)"
"clust_0669","group1","ortho_id",1,3077,53,76134,0.466850968991606,0.724752161753127,1,"Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)"
"clust_0669","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)"
"clust_0669","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)"
"clust_0669","group5","ortho_id",35,43215,19,35996,1.53437267676707,0.135181722621175,0.641322183488491,"Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)"
"clust_0669","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)"
"clust_0670","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)"
"clust_0670","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)"
"clust_0670","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)"
"clust_0670","group5","ortho_id",35,43215,19,35996,1.53437267676707,0.135181722621175,0.641322183488491,"Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)"
"clust_0670","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)"
"clust_0670","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)"
"clust_0670","group1","ortho_id",1,3077,53,76134,0.466850968991606,0.724752161753127,1,"Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)"
"clust_0671","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"Response regulator LiaR"
"clust_0671","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"Response regulator LiaR"
"clust_0671","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"Response regulator LiaR"
"clust_0671","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"Response regulator LiaR"
"clust_0671","group5","ortho_id",35,43215,19,35996,1.53437267676707,0.135181722621175,0.641322183488491,"Response regulator LiaR"
"clust_0671","group1","ortho_id",1,3077,53,76134,0.466850968991606,0.724752161753127,1,"Response regulator LiaR"
"clust_0671","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"Response regulator LiaR"
"clust_0672","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"Pyruvate kinase (EC 2.7.1.40)"
"clust_0672","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"Pyruvate kinase (EC 2.7.1.40)"
"clust_0672","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"Pyruvate kinase (EC 2.7.1.40)"
"clust_0672","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"Pyruvate kinase (EC 2.7.1.40)"
"clust_0672","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"Pyruvate kinase (EC 2.7.1.40)"
"clust_0672","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"Pyruvate kinase (EC 2.7.1.40)"
"clust_0672","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"Pyruvate kinase (EC 2.7.1.40)"
"clust_0673","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"histidine kinase sensor of two-component system"
"clust_0673","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"histidine kinase sensor of two-component system"
"clust_0673","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"histidine kinase sensor of two-component system"
"clust_0673","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"histidine kinase sensor of two-component system"
"clust_0673","group5","ortho_id",35,43215,19,35996,1.53437267676707,0.135181722621175,0.641322183488491,"histidine kinase sensor of two-component system"
"clust_0673","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"histidine kinase sensor of two-component system"
"clust_0673","group7","ortho_id",0,1438,54,77773,0,1,1,"histidine kinase sensor of two-component system"
"clust_0674","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"Xanthine/uracil permease family"
"clust_0674","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"Xanthine/uracil permease family"
"clust_0674","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"Xanthine/uracil permease family"
"clust_0674","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"Xanthine/uracil permease family"
"clust_0674","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"Xanthine/uracil permease family"
"clust_0674","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"Xanthine/uracil permease family"
"clust_0674","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"Xanthine/uracil permease family"
"clust_0675","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"Enolase (EC 4.2.1.11)"
"clust_0675","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"Enolase (EC 4.2.1.11)"
"clust_0675","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"Enolase (EC 4.2.1.11)"
"clust_0675","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"Enolase (EC 4.2.1.11)"
"clust_0675","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"Enolase (EC 4.2.1.11)"
"clust_0675","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"Enolase (EC 4.2.1.11)"
"clust_0675","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"Enolase (EC 4.2.1.11)"
"clust_0676","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"FIG00672093: hypothetical protein"
"clust_0676","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"FIG00672093: hypothetical protein"
"clust_0676","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"FIG00672093: hypothetical protein"
"clust_0676","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"FIG00672093: hypothetical protein"
"clust_0676","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"FIG00672093: hypothetical protein"
"clust_0676","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"FIG00672093: hypothetical protein"
"clust_0676","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"FIG00672093: hypothetical protein"
"clust_0677","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"NAD kinase (EC 2.7.1.23)"
"clust_0677","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"NAD kinase (EC 2.7.1.23)"
"clust_0677","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"NAD kinase (EC 2.7.1.23)"
"clust_0677","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"NAD kinase (EC 2.7.1.23)"
"clust_0677","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"NAD kinase (EC 2.7.1.23)"
"clust_0677","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"NAD kinase (EC 2.7.1.23)"
"clust_0677","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"NAD kinase (EC 2.7.1.23)"
"clust_0678","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"Topoisomerase IV subunit B (EC 5.99.1.-)"
"clust_0678","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"Topoisomerase IV subunit B (EC 5.99.1.-)"
"clust_0678","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"Topoisomerase IV subunit B (EC 5.99.1.-)"
"clust_0678","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"Topoisomerase IV subunit B (EC 5.99.1.-)"
"clust_0678","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"Topoisomerase IV subunit B (EC 5.99.1.-)"
"clust_0678","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"Topoisomerase IV subunit B (EC 5.99.1.-)"
"clust_0678","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"Topoisomerase IV subunit B (EC 5.99.1.-)"
"clust_0679","group2","ortho_id",3,4784,51,74427,0.915145683214958,1,1,"Permeases of the major facilitator superfamily"
"clust_0679","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"Permeases of the major facilitator superfamily"
"clust_0679","group7","ortho_id",1,1437,53,77774,1.02118406751917,0.628043910475802,1,"Permeases of the major facilitator superfamily"
"clust_0679","group4","ortho_id",1,2014,53,77197,0.72321294288732,1,1,"Permeases of the major facilitator superfamily"
"clust_0679","group1","ortho_id",2,3076,52,76135,0.951973542659686,1,1,"Permeases of the major facilitator superfamily"
"clust_0679","group6","ortho_id",5,9262,49,69949,0.7706470246606,0.831126317504566,1,"Permeases of the major facilitator superfamily"
"clust_0679","group5","ortho_id",34,43216,20,35995,1.41593668655971,0.222292062931223,0.807887702505059,"Permeases of the major facilitator superfamily"
"clust_0680","group3","ortho_id",8,15422,46,63789,0.719350811191677,0.491953189062838,1,"GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I"
