"Category","Group","Database","a","b","c","d","Odds ratio","p-value","q-value","Product"
"clust_1453","group5","ortho_id",0,43250,18,35997,0,6.79560712043377e-07,5.36224658206296e-05,"FIG00424915: hypothetical protein"
"clust_1454","group3","ortho_id",8,15422,10,63825,3.31099825939485,0.0138530045531076,0.139958501763811,"FIG00424065: hypothetical protein"
"clust_1454","group5","ortho_id",0,43250,18,35997,0,6.79560712043377e-07,5.36224658206296e-05,"FIG00424065: hypothetical protein"
"clust_1455","group3","ortho_id",8,15422,10,63825,3.31099825939485,0.0138530045531076,0.139958501763811,"Uncharacterized protein conserved in bacteria"
"clust_1455","group5","ortho_id",0,43250,18,35997,0,6.79560712043377e-07,5.36224658206296e-05,"Uncharacterized protein conserved in bacteria"
"clust_1456","group6","ortho_id",7,9260,11,69987,4.80961460338835,0.00293011307410905,0.0408014156747233,"COG family: predicted transcriptional regulator"
"clust_1456","group3","ortho_id",8,15422,10,63825,3.31099825939485,0.0138530045531076,0.139958501763811,"COG family: predicted transcriptional regulator"
"clust_1456","group5","ortho_id",0,43250,18,35997,0,6.79560712043377e-07,5.36224658206296e-05,"COG family: predicted transcriptional regulator"
"clust_1457","group3","ortho_id",8,15422,10,63825,3.31099825939485,0.0138530045531076,0.139958501763811,"FIG00425949: hypothetical protein"
"clust_1457","group5","ortho_id",0,43250,18,35997,0,6.79560712043377e-07,5.36224658206296e-05,"FIG00425949: hypothetical protein"
"clust_1458","group3","ortho_id",8,15422,10,63825,3.31099825939485,0.0138530045531076,0.139958501763811,"hypothetical conserved transmembrane protein in the DedA family"
"clust_1458","group5","ortho_id",0,43250,18,35997,0,6.79560712043377e-07,5.36224658206296e-05,"hypothetical conserved transmembrane protein in the DedA family"
"clust_1459","group5","ortho_id",0,43250,18,35997,0,6.79560712043377e-07,5.36224658206296e-05,"FIG00424942: hypothetical protein"
"clust_1459","group3","ortho_id",8,15422,10,63825,3.31099825939485,0.0138530045531076,0.139958501763811,"FIG00424942: hypothetical protein"
"clust_1460","group5","ortho_id",18,43232,0,36015,Inf,3.37237392530331e-05,0.00125136680516604,"abortive infection protein AbiGI"
"clust_1460","group3","ortho_id",0,15430,18,63817,0,0.0341480727658784,0.281365891227186,"abortive infection protein AbiGI"
"clust_1462","group7","ortho_id",2,1436,15,77812,7.22307191334338,0.0373502032802498,0.293286838102447,"4-carboxymuconolactone decarboxylase (EC 4.1.1.44)"
"clust_1462","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"4-carboxymuconolactone decarboxylase (EC 4.1.1.44)"
"clust_1462","group1","ortho_id",3,3075,14,76173,5.30875225978422,0.0264572217051633,0.228626207599294,"4-carboxymuconolactone decarboxylase (EC 4.1.1.44)"
"clust_1462","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"4-carboxymuconolactone decarboxylase (EC 4.1.1.44)"
"clust_1463","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Mobile element protein"
"clust_1463","group2","ortho_id",16,4771,1,74477,249.754627202091,4.90441134843478e-19,5.30183214803628e-15,"Mobile element protein"
"clust_1464","group5","ortho_id",3,43247,14,36001,0.178402104440458,0.00259950288299963,0.0367499904091373,"putative transposase"
"clust_1464","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"putative transposase"
"clust_1464","group4","ortho_id",3,2012,14,77236,8.22579683696257,0.00854261339111646,0.0978331076006287,"putative transposase"
"clust_1465","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Mobile element protein"
"clust_1465","group6","ortho_id",12,9255,5,69993,18.1470665971006,2.26887227120988e-08,7.28532639877303e-06,"Mobile element protein"
"clust_1466","group5","ortho_id",17,43233,0,36015,Inf,6.56835000505578e-05,0.00220973193997888,"alpha-amylase"
"clust_1467","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)"
"clust_1467","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)"
"clust_1467","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)"
"clust_1468","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"COG0553: Superfamily II DNA/RNA helicases, SNF2 family"
"clust_1468","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"COG0553: Superfamily II DNA/RNA helicases, SNF2 family"
"clust_1468","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"COG0553: Superfamily II DNA/RNA helicases, SNF2 family"
"clust_1469","group5","ortho_id",17,43233,0,36015,Inf,6.56835000505578e-05,0.00220973193997888,"Phage major capsid protein"
"clust_1470","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Dihydropteroate synthase (EC 2.5.1.15)"
"clust_1470","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Dihydropteroate synthase (EC 2.5.1.15)"
"clust_1470","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Dihydropteroate synthase (EC 2.5.1.15)"
"clust_1471","group5","ortho_id",17,43233,0,36015,Inf,6.56835000505578e-05,0.00220973193997888,"hypothetical protein"
"clust_1472","group5","ortho_id",17,43233,0,36015,Inf,6.56835000505578e-05,0.00220973193997888,"hypothetical protein"
"clust_1473","group5","ortho_id",17,43233,0,36015,Inf,6.56835000505578e-05,0.00220973193997888,"hypothetical protein"
"clust_1474","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Permease of the drug/metabolite transporter (DMT) superfamily"
"clust_1474","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Permease of the drug/metabolite transporter (DMT) superfamily"
"clust_1474","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Permease of the drug/metabolite transporter (DMT) superfamily"
"clust_1476","group5","ortho_id",17,43233,0,36015,Inf,6.56835000505578e-05,0.00220973193997888,"ABC transporter, ATP-binding protein"
"clust_1477","group5","ortho_id",15,43235,2,36013,6.2470552520118,0.00577338798937871,0.071602630408526,"hypothetical protein"
"clust_1478","group5","ortho_id",17,43233,0,36015,Inf,6.56835000505578e-05,0.00220973193997888,"hypothetical protein"
"clust_1479","group5","ortho_id",15,43235,2,36013,6.2470552520118,0.00577338798937871,0.071602630408526,"hypothetical protein"
"clust_1480","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"sugar permease of ABC transporter system"
"clust_1481","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Xylose isomerase (EC 5.3.1.5)"
"clust_1482","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Molecular chaperone (small heat shock protein)"
"clust_1482","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Molecular chaperone (small heat shock protein)"
"clust_1482","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Molecular chaperone (small heat shock protein)"
"clust_1483","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Permease of the drug/metabolite transporter (DMT) superfamily"
"clust_1483","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Permease of the drug/metabolite transporter (DMT) superfamily"
"clust_1483","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Permease of the drug/metabolite transporter (DMT) superfamily"
"clust_1484","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"COG1272: Predicted membrane protein hemolysin III homolog"
"clust_1484","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"COG1272: Predicted membrane protein hemolysin III homolog"
"clust_1485","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"COG family: predicted phosphohydrolases"
"clust_1485","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"COG family: predicted phosphohydrolases"
"clust_1485","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"COG family: predicted phosphohydrolases"
"clust_1486","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"FIG00425283: hypothetical protein"
"clust_1486","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"FIG00425283: hypothetical protein"
"clust_1486","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"FIG00425283: hypothetical protein"
"clust_1487","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Glycosyltransferase (EC 2.4.1.-)"
"clust_1487","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Glycosyltransferase (EC 2.4.1.-)"
"clust_1487","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Glycosyltransferase (EC 2.4.1.-)"
"clust_1488","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Uncharacterized protein conserved in bacteria"
"clust_1488","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Uncharacterized protein conserved in bacteria"
"clust_1488","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Uncharacterized protein conserved in bacteria"
"clust_1489","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Integral membrane protein"
"clust_1489","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Integral membrane protein"
"clust_1489","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Integral membrane protein"
"clust_1490","group7","ortho_id",2,1436,15,77812,7.22307191334338,0.0373502032802498,0.293286838102447,"glycosyl transferase family 2"
"clust_1491","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Amino acid permease"
"clust_1491","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Amino acid permease"
"clust_1491","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Amino acid permease"
"clust_1492","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Galactoside O-acetyltransferase (EC 2.3.1.18)"
"clust_1492","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Galactoside O-acetyltransferase (EC 2.3.1.18)"
"clust_1493","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Sulfur carrier protein ThiS"
"clust_1493","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Sulfur carrier protein ThiS"
"clust_1493","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Sulfur carrier protein ThiS"
"clust_1494","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)"
"clust_1494","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)"
"clust_1494","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)"
"clust_1495","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Sporulation regulatory protein WhiB"
"clust_1495","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Sporulation regulatory protein WhiB"
"clust_1495","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Sporulation regulatory protein WhiB"
"clust_1496","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Hydrolase (HAD superfamily)"
"clust_1496","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Hydrolase (HAD superfamily)"
"clust_1496","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Hydrolase (HAD superfamily)"
"clust_1497","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"FIG00425039: hypothetical protein"
"clust_1497","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"FIG00425039: hypothetical protein"
"clust_1497","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"FIG00425039: hypothetical protein"
"clust_1498","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Permeases of the major facilitator superfamily"
"clust_1498","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Permeases of the major facilitator superfamily"
"clust_1498","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Permeases of the major facilitator superfamily"
"clust_1499","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Macrolide-efflux protein"
"clust_1499","group3","ortho_id",9,15421,8,63827,4.65621661960188,0.0021160688381653,0.0302718255361883,"Macrolide-efflux protein"
"clust_1499","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Macrolide-efflux protein"
"clust_1500","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Fructose-2,6-bisphosphatase"
"clust_1500","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Fructose-2,6-bisphosphatase"
"clust_1500","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Fructose-2,6-bisphosphatase"
"clust_1501","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Glutamine amidotransferase, class I"
"clust_1501","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Glutamine amidotransferase, class I"
"clust_1501","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Glutamine amidotransferase, class I"
"clust_1502","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"COG family: methyl-accepting chemotaxis protein"
"clust_1502","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"COG family: methyl-accepting chemotaxis protein"
"clust_1502","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"COG family: methyl-accepting chemotaxis protein"
"clust_1503","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)"
"clust_1503","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)"
"clust_1503","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)"
"clust_1504","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"response regulator of two-component system"
"clust_1504","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"response regulator of two-component system"
"clust_1504","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"response regulator of two-component system"
"clust_1505","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Glycerate kinase (EC 2.7.1.31)"
"clust_1505","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Glycerate kinase (EC 2.7.1.31)"
"clust_1505","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Glycerate kinase (EC 2.7.1.31)"
"clust_1506","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"FIG00424005: hypothetical protein"
"clust_1506","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"FIG00424005: hypothetical protein"
"clust_1506","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"FIG00424005: hypothetical protein"
"clust_1507","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"possible alpha beta hydrolase"
"clust_1507","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"possible alpha beta hydrolase"
"clust_1507","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"possible alpha beta hydrolase"
"clust_1508","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Nucleoside 2-deoxyribosyltransferase"
"clust_1508","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Nucleoside 2-deoxyribosyltransferase"
"clust_1508","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Nucleoside 2-deoxyribosyltransferase"
"clust_1509","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"probable oxidoreductase"
"clust_1509","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"probable oxidoreductase"
"clust_1509","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"probable oxidoreductase"
"clust_1510","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"COG0454: Histone acetyltransferase HPA2 and related acetyltransferases"
"clust_1510","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"COG0454: Histone acetyltransferase HPA2 and related acetyltransferases"
"clust_1510","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"COG0454: Histone acetyltransferase HPA2 and related acetyltransferases"
"clust_1511","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"GTP cyclohydrolase I (EC 3.5.4.16) type 1"
"clust_1511","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"GTP cyclohydrolase I (EC 3.5.4.16) type 1"
"clust_1511","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"GTP cyclohydrolase I (EC 3.5.4.16) type 1"
"clust_1512","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"PTS system, beta-glucoside-specific IIB component (EC 2.7.1.69) / PTS system, beta-glucoside-specific IIC component (EC 2.7.1.69) / PTS system, beta-glucoside-specific IIA component (EC 2.7.1.69)"
"clust_1512","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"PTS system, beta-glucoside-specific IIB component (EC 2.7.1.69) / PTS system, beta-glucoside-specific IIC component (EC 2.7.1.69) / PTS system, beta-glucoside-specific IIA component (EC 2.7.1.69)"
"clust_1512","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"PTS system, beta-glucoside-specific IIB component (EC 2.7.1.69) / PTS system, beta-glucoside-specific IIC component (EC 2.7.1.69) / PTS system, beta-glucoside-specific IIA component (EC 2.7.1.69)"
"clust_1513","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"narrowly conserved hypothetical protein"
"clust_1513","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"narrowly conserved hypothetical protein"
"clust_1513","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"narrowly conserved hypothetical protein"
"clust_1514","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"LacI-type transcriptional regulator"
"clust_1514","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"LacI-type transcriptional regulator"
"clust_1514","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"LacI-type transcriptional regulator"
"clust_1515","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"FIG00425754: hypothetical protein"
"clust_1515","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"FIG00425754: hypothetical protein"
"clust_1515","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"FIG00425754: hypothetical protein"
"clust_1516","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"FIG00424536: hypothetical protein"
"clust_1516","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"FIG00424536: hypothetical protein"
"clust_1516","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"FIG00424536: hypothetical protein"
"clust_1517","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"FIG00534652: hypothetical protein"
"clust_1517","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"FIG00534652: hypothetical protein"
"clust_1517","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"FIG00534652: hypothetical protein"
"clust_1518","group3","ortho_id",8,15422,9,63826,3.67870360434276,0.00925394963775637,0.100171842690947,"Dihydroorotate dehydrogenase (EC 1.3.3.1)"
"clust_1518","group5","ortho_id",0,43250,17,35998,0,1.49602275982037e-06,0.000103891893198575,"Dihydroorotate dehydrogenase (EC 1.3.3.1)"
"clust_1518","group6","ortho_id",5,9262,12,69986,3.14829932801621,0.0404258559867553,0.298249817253376,"Dihydroorotate dehydrogenase (EC 1.3.3.1)"
"clust_1519","group3","ortho_id",9,15421,7,63828,5.3214653744428,0.00120300919880777,0.0204587264428604,"Mobile element protein"
"clust_1519","group1","ortho_id",3,3075,13,76174,5.71620216907825,0.0224232072122026,0.199837052239336,"Mobile element protein"
"clust_1519","group5","ortho_id",0,43250,16,35999,0,3.29337780752255e-06,0.000195260577103773,"Mobile element protein"
"clust_1520","group5","ortho_id",0,43250,16,35999,0,3.29337780752255e-06,0.000195260577103773,"Lacto-N-biose phosphorylase (EC 2.4.1.211)"
"clust_1520","group3","ortho_id",8,15422,8,63827,4.13859786970417,0.00589494690853703,0.071602630408526,"Lacto-N-biose phosphorylase (EC 2.4.1.211)"
"clust_1520","group6","ortho_id",5,9262,11,69987,3.43496516168342,0.0314871046230141,0.261366339910154,"Lacto-N-biose phosphorylase (EC 2.4.1.211)"
"clust_1522","group5","ortho_id",0,43250,16,35999,0,3.29337780752255e-06,0.000195260577103773,"hypothetical protein"
"clust_1522","group7","ortho_id",16,1422,0,77827,Inf,1.26801332248379e-28,4.11229400614718e-24,"hypothetical protein"
"clust_1523","group5","ortho_id",16,43234,0,36015,Inf,6.49424816339714e-05,0.00220078330394078,"hypothetical protein"
"clust_1524","group5","ortho_id",16,43234,0,36015,Inf,6.49424816339714e-05,0.00220078330394078,"hypothetical protein"
"clust_1525","group5","ortho_id",16,43234,0,36015,Inf,6.49424816339714e-05,0.00220078330394078,"FIG00775801: hypothetical protein"
"clust_1527","group5","ortho_id",16,43234,0,36015,Inf,6.49424816339714e-05,0.00220078330394078,"hypothetical protein"
"clust_1528","group5","ortho_id",16,43234,0,36015,Inf,6.49424816339714e-05,0.00220078330394078,"hypothetical protein"
"clust_1529","group5","ortho_id",16,43234,0,36015,Inf,6.49424816339714e-05,0.00220078330394078,"hypothetical protein"
"clust_1530","group5","ortho_id",16,43234,0,36015,Inf,6.49424816339714e-05,0.00220078330394078,"hypothetical protein"
"clust_1531","group5","ortho_id",16,43234,0,36015,Inf,6.49424816339714e-05,0.00220078330394078,"hypothetical protein"
"clust_1532","group3","ortho_id",8,15422,8,63827,4.13859786970417,0.00589494690853703,0.071602630408526,"probable glycosyltransferase"
"clust_1532","group5","ortho_id",0,43250,16,35999,0,3.29337780752255e-06,0.000195260577103773,"probable glycosyltransferase"
"clust_1532","group6","ortho_id",5,9262,11,69987,3.43496516168342,0.0314871046230141,0.261366339910154,"probable glycosyltransferase"
"clust_1534","group5","ortho_id",0,43250,16,35999,0,3.29337780752255e-06,0.000195260577103773,"LacI-type transcriptional regulator"
"clust_1534","group3","ortho_id",8,15422,8,63827,4.13859786970417,0.00589494690853703,0.071602630408526,"LacI-type transcriptional regulator"
"clust_1534","group6","ortho_id",5,9262,11,69987,3.43496516168342,0.0314871046230141,0.261366339910154,"LacI-type transcriptional regulator"
"clust_1535","group5","ortho_id",0,43250,16,35999,0,3.29337780752255e-06,0.000195260577103773,"Sodium/proline symporter"
"clust_1535","group3","ortho_id",8,15422,8,63827,4.13859786970417,0.00589494690853703,0.071602630408526,"Sodium/proline symporter"
"clust_1535","group6","ortho_id",5,9262,11,69987,3.43496516168342,0.0314871046230141,0.261366339910154,"Sodium/proline symporter"
"clust_1536","group3","ortho_id",8,15422,8,63827,4.13859786970417,0.00589494690853703,0.071602630408526,"Exoenzymes regulatory protein AepA in lipid-linked oligosaccharide synthesis cluster"
"clust_1536","group6","ortho_id",5,9262,11,69987,3.43496516168342,0.0314871046230141,0.261366339910154,"Exoenzymes regulatory protein AepA in lipid-linked oligosaccharide synthesis cluster"
"clust_1536","group5","ortho_id",0,43250,16,35999,0,3.29337780752255e-06,0.000195260577103773,"Exoenzymes regulatory protein AepA in lipid-linked oligosaccharide synthesis cluster"
"clust_1537","group3","ortho_id",8,15422,8,63827,4.13859786970417,0.00589494690853703,0.071602630408526,"virulence cluster protein B VclB"
"clust_1537","group6","ortho_id",5,9262,11,69987,3.43496516168342,0.0314871046230141,0.261366339910154,"virulence cluster protein B VclB"
"clust_1537","group5","ortho_id",0,43250,16,35999,0,3.29337780752255e-06,0.000195260577103773,"virulence cluster protein B VclB"
"clust_1538","group3","ortho_id",8,15422,8,63827,4.13859786970417,0.00589494690853703,0.071602630408526,"Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase"
"clust_1538","group5","ortho_id",0,43250,16,35999,0,3.29337780752255e-06,0.000195260577103773,"Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase"
"clust_1538","group6","ortho_id",5,9262,11,69987,3.43496516168342,0.0314871046230141,0.261366339910154,"Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase"
"clust_1539","group5","ortho_id",0,43250,16,35999,0,3.29337780752255e-06,0.000195260577103773,"Putative glycosyl hydrolase of unknown function (DUF1680)"
"clust_1539","group6","ortho_id",5,9262,11,69987,3.43496516168342,0.0314871046230141,0.261366339910154,"Putative glycosyl hydrolase of unknown function (DUF1680)"
"clust_1540","group6","ortho_id",5,9262,11,69987,3.43496516168342,0.0314871046230141,0.261366339910154,"Ferric iron ABC transporter, iron-binding protein"
"clust_1540","group3","ortho_id",8,15422,8,63827,4.13859786970417,0.00589494690853703,0.071602630408526,"Ferric iron ABC transporter, iron-binding protein"
"clust_1540","group5","ortho_id",0,43250,16,35999,0,3.29337780752255e-06,0.000195260577103773,"Ferric iron ABC transporter, iron-binding protein"
