"cds_id"	"ortho_id"	"full_id"	"short_id"	"seq_id"	"strain_id"
"GV16|SEQ00192"	"clust_1143"	"fid|85477500|locus|VBIGarVag246379_0192|   ABC transporter, solute-binding protein   [Gardnerella vaginalis 75712]"	"fid|85477500|locus|VBIGarVag246379_0192"	"SEQ00192"	"Gardnerella vaginalis 75712"
"GV16|SEQ00209"	"clust_1144"	"fid|85477536|locus|VBIGarVag246379_0209|   hypothetical protein   [Gardnerella vaginalis 75712]"	"fid|85477536|locus|VBIGarVag246379_0209"	"SEQ00209"	"Gardnerella vaginalis 75712"
"GV16|SEQ00385"	"clust_1146"	"fid|85477904|locus|VBIGarVag246379_0385|   Xylose repressor XylR (ROK family)   [Gardnerella vaginalis 75712]"	"fid|85477904|locus|VBIGarVag246379_0385"	"SEQ00385"	"Gardnerella vaginalis 75712"
"GV16|SEQ00386"	"clust_1147"	"fid|85477906|locus|VBIGarVag246379_0386|   Xylulose kinase (EC 2.7.1.17)   [Gardnerella vaginalis 75712]"	"fid|85477906|locus|VBIGarVag246379_0386"	"SEQ00386"	"Gardnerella vaginalis 75712"
"GV16|SEQ00449"	"clust_1148"	"fid|85478042|locus|VBIGarVag246379_0449|   Galactokinase (EC 2.7.1.6)   [Gardnerella vaginalis 75712]"	"fid|85478042|locus|VBIGarVag246379_0449"	"SEQ00449"	"Gardnerella vaginalis 75712"
"GV16|SEQ00450"	"clust_1149"	"fid|85478044|locus|VBIGarVag246379_0450|   FIG01114224: hypothetical protein   [Gardnerella vaginalis 75712]"	"fid|85478044|locus|VBIGarVag246379_0450"	"SEQ00450"	"Gardnerella vaginalis 75712"
"GV16|SEQ00454"	"clust_1150"	"fid|85478052|locus|VBIGarVag246379_0454|   transcription regulator, probable   [Gardnerella vaginalis 75712]"	"fid|85478052|locus|VBIGarVag246379_0454"	"SEQ00454"	"Gardnerella vaginalis 75712"
"GV16|SEQ00455"	"clust_1151"	"fid|85478054|locus|VBIGarVag246379_0455|   Zeta toxin   [Gardnerella vaginalis 75712]"	"fid|85478054|locus|VBIGarVag246379_0455"	"SEQ00455"	"Gardnerella vaginalis 75712"
"GV16|SEQ00456"	"clust_1152"	"fid|85478056|locus|VBIGarVag246379_0456|   FIG00424915: hypothetical protein   [Gardnerella vaginalis 75712]"	"fid|85478056|locus|VBIGarVag246379_0456"	"SEQ00456"	"Gardnerella vaginalis 75712"
"GV16|SEQ00667"	"clust_1154"	"fid|85478487|locus|VBIGarVag246379_0667|   FIG00672247: hypothetical protein   [Gardnerella vaginalis 75712]"	"fid|85478487|locus|VBIGarVag246379_0667"	"SEQ00667"	"Gardnerella vaginalis 75712"
"GV16|SEQ00718"	"clust_1155"	"fid|85478591|locus|VBIGarVag246379_0718|   N-acylglucosamine 2-epimerase (EC 5.1.3.8)   [Gardnerella vaginalis 75712]"	"fid|85478591|locus|VBIGarVag246379_0718"	"SEQ00718"	"Gardnerella vaginalis 75712"
"GV16|SEQ01059"	"clust_1158"	"fid|85479302|locus|VBIGarVag246379_1059|   hypothetical protein   [Gardnerella vaginalis 75712]"	"fid|85479302|locus|VBIGarVag246379_1059"	"SEQ01059"	"Gardnerella vaginalis 75712"
"GV16|SEQ01242"	"clust_1053"	"fid|85479685|locus|VBIGarVag246379_1242|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis 75712]"	"fid|85479685|locus|VBIGarVag246379_1242"	"SEQ01242"	"Gardnerella vaginalis 75712"
"GV18|SEQ00011"	"clust_1147"	"fid|42068658|locus|VBIGarVag4823_0011|   Xylulose kinase (EC 2.7.1.17)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42068658|locus|VBIGarVag4823_0011"	"SEQ00011"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ00098"	"clust_1144"	"fid|42068865|locus|VBIGarVag4823_0098|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42068865|locus|VBIGarVag4823_0098"	"SEQ00098"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ00203"	"clust_1155"	"fid|42069099|locus|VBIGarVag4823_0203|   N-acylglucosamine 2-epimerase (EC 5.1.3.8)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42069099|locus|VBIGarVag4823_0203"	"SEQ00203"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ00254"	"clust_1146"	"fid|42069211|locus|VBIGarVag4823_0254|   Xylose repressor XylR (ROK family)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42069211|locus|VBIGarVag4823_0254"	"SEQ00254"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ00293"	"clust_1143"	"fid|42069297|locus|VBIGarVag4823_0293|   ABC transporter, solute-binding protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42069297|locus|VBIGarVag4823_0293"	"SEQ00293"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ00295"	"clust_1142"	"fid|42069301|locus|VBIGarVag4823_0295|   ABC-type sugar transport system, permease component   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42069301|locus|VBIGarVag4823_0295"	"SEQ00295"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ00296"	"clust_1141"	"fid|42069303|locus|VBIGarVag4823_0296|   Beta-galactosidase (EC 3.2.1.23)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42069303|locus|VBIGarVag4823_0296"	"SEQ00296"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ00297"	"clust_1140"	"fid|42069305|locus|VBIGarVag4823_0297|   Alpha-L-fucosidase (EC 3.2.1.51)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42069305|locus|VBIGarVag4823_0297"	"SEQ00297"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ00313"	"clust_1053"	"fid|42069339|locus|VBIGarVag4823_0313|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42069339|locus|VBIGarVag4823_0313"	"SEQ00313"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ00554"	"clust_1154"	"fid|42069861|locus|VBIGarVag4823_0554|   FIG00672247: hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42069861|locus|VBIGarVag4823_0554"	"SEQ00554"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ00600"	"clust_1152"	"fid|42069961|locus|VBIGarVag4823_0600|   FIG00424915: hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42069961|locus|VBIGarVag4823_0600"	"SEQ00600"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ00601"	"clust_1151"	"fid|42069963|locus|VBIGarVag4823_0601|   Zeta toxin   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42069963|locus|VBIGarVag4823_0601"	"SEQ00601"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ00602"	"clust_1150"	"fid|42069965|locus|VBIGarVag4823_0602|   transcription regulator, probable   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42069965|locus|VBIGarVag4823_0602"	"SEQ00602"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ00612"	"clust_1149"	"fid|42069986|locus|VBIGarVag4823_0612|   FIG01114224: hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42069986|locus|VBIGarVag4823_0612"	"SEQ00612"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ00613"	"clust_1148"	"fid|42069988|locus|VBIGarVag4823_0613|   Galactokinase (EC 2.7.1.6)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42069988|locus|VBIGarVag4823_0613"	"SEQ00613"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV18|SEQ01231"	"clust_1158"	"fid|42071302|locus|VBIGarVag4823_1231|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]"	"fid|42071302|locus|VBIGarVag4823_1231"	"SEQ01231"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"
"GV19|SEQ00079"	"clust_1144"	"fid|42626992|locus|VBIGarVag39333_0079|   hypothetical protein   [Gardnerella vaginalis ATCC 14019]"	"fid|42626992|locus|VBIGarVag39333_0079"	"SEQ00079"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ00094"	"clust_1143"	"fid|42627024|locus|VBIGarVag39333_0094|   ABC transporter, solute-binding protein   [Gardnerella vaginalis ATCC 14019]"	"fid|42627024|locus|VBIGarVag39333_0094"	"SEQ00094"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ00096"	"clust_1142"	"fid|42627028|locus|VBIGarVag39333_0096|   ABC-type sugar transport system, permease component   [Gardnerella vaginalis ATCC 14019]"	"fid|42627028|locus|VBIGarVag39333_0096"	"SEQ00096"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ00097"	"clust_1141"	"fid|42627030|locus|VBIGarVag39333_0097|   Beta-galactosidase (EC 3.2.1.23)   [Gardnerella vaginalis ATCC 14019]"	"fid|42627030|locus|VBIGarVag39333_0097"	"SEQ00097"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ00098"	"clust_1140"	"fid|42627032|locus|VBIGarVag39333_0098|   Alpha-L-fucosidase (EC 3.2.1.51)   [Gardnerella vaginalis ATCC 14019]"	"fid|42627032|locus|VBIGarVag39333_0098"	"SEQ00098"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ00368"	"clust_1053"	"fid|42627599|locus|VBIGarVag39333_0369|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis ATCC 14019]"	"fid|42627599|locus|VBIGarVag39333_0369"	"SEQ00368"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ00552"	"clust_1158"	"fid|42627983|locus|VBIGarVag39333_0553|   hypothetical protein   [Gardnerella vaginalis ATCC 14019]"	"fid|42627983|locus|VBIGarVag39333_0553"	"SEQ00552"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ00897"	"clust_1155"	"fid|42628699|locus|VBIGarVag39333_0898|   N-acylglucosamine 2-epimerase (EC 5.1.3.8)   [Gardnerella vaginalis ATCC 14019]"	"fid|42628699|locus|VBIGarVag39333_0898"	"SEQ00897"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ00957"	"clust_1154"	"fid|42628821|locus|VBIGarVag39333_0958|   FIG00672247: hypothetical protein   [Gardnerella vaginalis ATCC 14019]"	"fid|42628821|locus|VBIGarVag39333_0958"	"SEQ00957"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ01149"	"clust_1152"	"fid|42629211|locus|VBIGarVag39333_1151|   FIG00424915: hypothetical protein   [Gardnerella vaginalis ATCC 14019]"	"fid|42629211|locus|VBIGarVag39333_1151"	"SEQ01149"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ01150"	"clust_1151"	"fid|42629213|locus|VBIGarVag39333_1152|   Zeta toxin   [Gardnerella vaginalis ATCC 14019]"	"fid|42629213|locus|VBIGarVag39333_1152"	"SEQ01150"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ01151"	"clust_1150"	"fid|42629215|locus|VBIGarVag39333_1153|   transcription regulator, probable   [Gardnerella vaginalis ATCC 14019]"	"fid|42629215|locus|VBIGarVag39333_1153"	"SEQ01151"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ01160"	"clust_1149"	"fid|42629233|locus|VBIGarVag39333_1162|   FIG01114224: hypothetical protein   [Gardnerella vaginalis ATCC 14019]"	"fid|42629233|locus|VBIGarVag39333_1162"	"SEQ01160"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ01161"	"clust_1148"	"fid|42629235|locus|VBIGarVag39333_1163|   Galactokinase (EC 2.7.1.6)   [Gardnerella vaginalis ATCC 14019]"	"fid|42629235|locus|VBIGarVag39333_1163"	"SEQ01161"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ01223"	"clust_1147"	"fid|42629369|locus|VBIGarVag39333_1225|   Xylulose kinase (EC 2.7.1.17)   [Gardnerella vaginalis ATCC 14019]"	"fid|42629369|locus|VBIGarVag39333_1225"	"SEQ01223"	"Gardnerella vaginalis ATCC 14019"
"GV19|SEQ01224"	"clust_1146"	"fid|42629371|locus|VBIGarVag39333_1226|   Xylose repressor XylR (ROK family)   [Gardnerella vaginalis ATCC 14019]"	"fid|42629371|locus|VBIGarVag39333_1226"	"SEQ01224"	"Gardnerella vaginalis ATCC 14019"
"GV20|SEQ00270"	"clust_1146"	"fid|54189341|locus|VBIGarVag188338_0270|   Xylose repressor XylR (ROK family)   [Gardnerella vaginalis HMP9231]"	"fid|54189341|locus|VBIGarVag188338_0270"	"SEQ00270"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ00271"	"clust_1147"	"fid|54189343|locus|VBIGarVag188338_0271|   Xylulose kinase (EC 2.7.1.17)   [Gardnerella vaginalis HMP9231]"	"fid|54189343|locus|VBIGarVag188338_0271"	"SEQ00271"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ00347"	"clust_1148"	"fid|54189505|locus|VBIGarVag188338_0347|   Galactokinase (EC 2.7.1.6)   [Gardnerella vaginalis HMP9231]"	"fid|54189505|locus|VBIGarVag188338_0347"	"SEQ00347"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ00348"	"clust_1149"	"fid|54189507|locus|VBIGarVag188338_0348|   FIG01114224: hypothetical protein   [Gardnerella vaginalis HMP9231]"	"fid|54189507|locus|VBIGarVag188338_0348"	"SEQ00348"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ00357"	"clust_1150"	"fid|54189525|locus|VBIGarVag188338_0357|   transcription regulator, probable   [Gardnerella vaginalis HMP9231]"	"fid|54189525|locus|VBIGarVag188338_0357"	"SEQ00357"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ00358"	"clust_1151"	"fid|54189527|locus|VBIGarVag188338_0358|   Zeta toxin   [Gardnerella vaginalis HMP9231]"	"fid|54189527|locus|VBIGarVag188338_0358"	"SEQ00358"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ00359"	"clust_1152"	"fid|54189529|locus|VBIGarVag188338_0359|   FIG00424915: hypothetical protein   [Gardnerella vaginalis HMP9231]"	"fid|54189529|locus|VBIGarVag188338_0359"	"SEQ00359"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ00598"	"clust_1154"	"fid|54190015|locus|VBIGarVag188338_0598|   FIG00672247: hypothetical protein   [Gardnerella vaginalis HMP9231]"	"fid|54190015|locus|VBIGarVag188338_0598"	"SEQ00598"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ00653"	"clust_1155"	"fid|54190127|locus|VBIGarVag188338_0653|   N-acylglucosamine 2-epimerase (EC 5.1.3.8)   [Gardnerella vaginalis HMP9231]"	"fid|54190127|locus|VBIGarVag188338_0653"	"SEQ00653"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ00970"	"clust_1158"	"fid|54190790|locus|VBIGarVag188338_0970|   hypothetical protein   [Gardnerella vaginalis HMP9231]"	"fid|54190790|locus|VBIGarVag188338_0970"	"SEQ00970"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ01149"	"clust_1053"	"fid|54191164|locus|VBIGarVag188338_1149|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis HMP9231]"	"fid|54191164|locus|VBIGarVag188338_1149"	"SEQ01149"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ01330"	"clust_1144"	"fid|54191536|locus|VBIGarVag188338_1330|   hypothetical protein   [Gardnerella vaginalis HMP9231]"	"fid|54191536|locus|VBIGarVag188338_1330"	"SEQ01330"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ01349"	"clust_1143"	"fid|54191576|locus|VBIGarVag188338_1349|   ABC transporter, solute-binding protein   [Gardnerella vaginalis HMP9231]"	"fid|54191576|locus|VBIGarVag188338_1349"	"SEQ01349"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ01352"	"clust_1142"	"fid|54191582|locus|VBIGarVag188338_1352|   ABC-type sugar transport system, permease component   [Gardnerella vaginalis HMP9231]"	"fid|54191582|locus|VBIGarVag188338_1352"	"SEQ01352"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ01353"	"clust_1141"	"fid|54191584|locus|VBIGarVag188338_1353|   Beta-galactosidase (EC 3.2.1.23)   [Gardnerella vaginalis HMP9231]"	"fid|54191584|locus|VBIGarVag188338_1353"	"SEQ01353"	"Gardnerella vaginalis HMP9231"
"GV20|SEQ01354"	"clust_1140"	"fid|54191586|locus|VBIGarVag188338_1354|   Alpha-L-fucosidase (EC 3.2.1.51)   [Gardnerella vaginalis HMP9231]"	"fid|54191586|locus|VBIGarVag188338_1354"	"SEQ01354"	"Gardnerella vaginalis HMP9231"
"GV21|SEQ00015"	"clust_1155"	"fid|183966662|locus|VBIGarVag274454_0015|   N-acylglucosamine 2-epimerase (EC 5.1.3.8)   [Gardnerella vaginalis JCP7275]"	"fid|183966662|locus|VBIGarVag274454_0015"	"SEQ00015"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00349"	"clust_1053"	"fid|183967354|locus|VBIGarVag274454_0349|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis JCP7275]"	"fid|183967354|locus|VBIGarVag274454_0349"	"SEQ00349"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00351"	"clust_1147"	"fid|183967358|locus|VBIGarVag274454_0351|   Xylulose kinase (EC 2.7.1.17)   [Gardnerella vaginalis JCP7275]"	"fid|183967358|locus|VBIGarVag274454_0351"	"SEQ00351"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00352"	"clust_1146"	"fid|183967360|locus|VBIGarVag274454_0352|   Xylose-responsive transcription regulator, ROK family   [Gardnerella vaginalis JCP7275]"	"fid|183967360|locus|VBIGarVag274454_0352"	"SEQ00352"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00383"	"clust_1140"	"fid|183967426|locus|VBIGarVag274454_0383|   Alpha-L-fucosidase (EC 3.2.1.51)   [Gardnerella vaginalis JCP7275]"	"fid|183967426|locus|VBIGarVag274454_0383"	"SEQ00383"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00384"	"clust_1141"	"fid|183967428|locus|VBIGarVag274454_0384|   Beta-galactosidase (EC 3.2.1.23)   [Gardnerella vaginalis JCP7275]"	"fid|183967428|locus|VBIGarVag274454_0384"	"SEQ00384"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00385"	"clust_1142"	"fid|183967430|locus|VBIGarVag274454_0385|   ABC-type sugar transport system, permease component   [Gardnerella vaginalis JCP7275]"	"fid|183967430|locus|VBIGarVag274454_0385"	"SEQ00385"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00387"	"clust_1143"	"fid|183967434|locus|VBIGarVag274454_0387|   ABC transporter, solute-binding protein   [Gardnerella vaginalis JCP7275]"	"fid|183967434|locus|VBIGarVag274454_0387"	"SEQ00387"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00544"	"clust_1053"	"fid|183967765|locus|VBIGarVag274454_0545|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis JCP7275]"	"fid|183967765|locus|VBIGarVag274454_0545"	"SEQ00544"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00552"	"clust_1144"	"fid|183967782|locus|VBIGarVag274454_0553|   hypothetical protein   [Gardnerella vaginalis JCP7275]"	"fid|183967782|locus|VBIGarVag274454_0553"	"SEQ00552"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00703"	"clust_1158"	"fid|183968107|locus|VBIGarVag274454_0704|   hypothetical protein   [Gardnerella vaginalis JCP7275]"	"fid|183968107|locus|VBIGarVag274454_0704"	"SEQ00703"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00768"	"clust_1148"	"fid|183968252|locus|VBIGarVag274454_0769|   Galactokinase (EC 2.7.1.6)   [Gardnerella vaginalis JCP7275]"	"fid|183968252|locus|VBIGarVag274454_0769"	"SEQ00768"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00769"	"clust_1149"	"fid|183968254|locus|VBIGarVag274454_0770|   FIG01114224: hypothetical protein   [Gardnerella vaginalis JCP7275]"	"fid|183968254|locus|VBIGarVag274454_0770"	"SEQ00769"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00880"	"clust_1154"	"fid|183968509|locus|VBIGarVag274454_0881|   FIG00672247: hypothetical protein   [Gardnerella vaginalis JCP7275]"	"fid|183968509|locus|VBIGarVag274454_0881"	"SEQ00880"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00964"	"clust_1151"	"fid|183968710|locus|VBIGarVag274454_0965|   Zeta toxin   [Gardnerella vaginalis JCP7275]"	"fid|183968710|locus|VBIGarVag274454_0965"	"SEQ00964"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ00965"	"clust_1150"	"fid|183968712|locus|VBIGarVag274454_0966|   transcription regulator, probable   [Gardnerella vaginalis JCP7275]"	"fid|183968712|locus|VBIGarVag274454_0966"	"SEQ00965"	"Gardnerella vaginalis JCP7275"
"GV21|SEQ01174"	"clust_1152"	"fid|183969228|locus|VBIGarVag274454_1175|   FIG00424915: hypothetical protein   [Gardnerella vaginalis JCP7275]"	"fid|183969228|locus|VBIGarVag274454_1175"	"SEQ01174"	"Gardnerella vaginalis JCP7275"
"GV22|SEQ00185"	"clust_1148"	"fid|183969763|locus|VBIGarVag276801_0185|   Galactokinase (EC 2.7.1.6)   [Gardnerella vaginalis JCP7276]"	"fid|183969763|locus|VBIGarVag276801_0185"	"SEQ00185"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00186"	"clust_1149"	"fid|183969765|locus|VBIGarVag276801_0186|   FIG01114224: hypothetical protein   [Gardnerella vaginalis JCP7276]"	"fid|183969765|locus|VBIGarVag276801_0186"	"SEQ00186"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00235"	"clust_1143"	"fid|183969883|locus|VBIGarVag276801_0236|   ABC transporter, solute-binding protein   [Gardnerella vaginalis JCP7276]"	"fid|183969883|locus|VBIGarVag276801_0236"	"SEQ00235"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00238"	"clust_1142"	"fid|183969889|locus|VBIGarVag276801_0239|   ABC-type sugar transport system, permease component   [Gardnerella vaginalis JCP7276]"	"fid|183969889|locus|VBIGarVag276801_0239"	"SEQ00238"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00239"	"clust_1141"	"fid|183969891|locus|VBIGarVag276801_0240|   Beta-galactosidase (EC 3.2.1.23)   [Gardnerella vaginalis JCP7276]"	"fid|183969891|locus|VBIGarVag276801_0240"	"SEQ00239"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00240"	"clust_1140"	"fid|183969893|locus|VBIGarVag276801_0241|   Alpha-L-fucosidase (EC 3.2.1.51)   [Gardnerella vaginalis JCP7276]"	"fid|183969893|locus|VBIGarVag276801_0241"	"SEQ00240"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00402"	"clust_1155"	"fid|183970229|locus|VBIGarVag276801_0403|   N-acylglucosamine 2-epimerase (EC 5.1.3.8)   [Gardnerella vaginalis JCP7276]"	"fid|183970229|locus|VBIGarVag276801_0403"	"SEQ00402"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00530"	"clust_1144"	"fid|183970493|locus|VBIGarVag276801_0531|   hypothetical protein   [Gardnerella vaginalis JCP7276]"	"fid|183970493|locus|VBIGarVag276801_0531"	"SEQ00530"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00597"	"clust_1146"	"fid|183970631|locus|VBIGarVag276801_0598|   Xylose-responsive transcription regulator, ROK family   [Gardnerella vaginalis JCP7276]"	"fid|183970631|locus|VBIGarVag276801_0598"	"SEQ00597"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00598"	"clust_1147"	"fid|183970633|locus|VBIGarVag276801_0599|   Xylulose kinase (EC 2.7.1.17)   [Gardnerella vaginalis JCP7276]"	"fid|183970633|locus|VBIGarVag276801_0599"	"SEQ00598"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00600"	"clust_1053"	"fid|183970637|locus|VBIGarVag276801_0601|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis JCP7276]"	"fid|183970637|locus|VBIGarVag276801_0601"	"SEQ00600"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00709"	"clust_1053"	"fid|183970867|locus|VBIGarVag276801_0710|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis JCP7276]"	"fid|183970867|locus|VBIGarVag276801_0710"	"SEQ00709"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00864"	"clust_1158"	"fid|183971213|locus|VBIGarVag276801_0865|   hypothetical protein   [Gardnerella vaginalis JCP7276]"	"fid|183971213|locus|VBIGarVag276801_0865"	"SEQ00864"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00888"	"clust_1150"	"fid|183971265|locus|VBIGarVag276801_0889|   transcription regulator, probable   [Gardnerella vaginalis JCP7276]"	"fid|183971265|locus|VBIGarVag276801_0889"	"SEQ00888"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00889"	"clust_1151"	"fid|183971267|locus|VBIGarVag276801_0890|   Zeta toxin   [Gardnerella vaginalis JCP7276]"	"fid|183971267|locus|VBIGarVag276801_0890"	"SEQ00889"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ00890"	"clust_1152"	"fid|183971269|locus|VBIGarVag276801_0891|   FIG00424915: hypothetical protein   [Gardnerella vaginalis JCP7276]"	"fid|183971269|locus|VBIGarVag276801_0891"	"SEQ00890"	"Gardnerella vaginalis JCP7276"
"GV22|SEQ01157"	"clust_1154"	"fid|183971894|locus|VBIGarVag276801_1158|   FIG00672247: hypothetical protein   [Gardnerella vaginalis JCP7276]"	"fid|183971894|locus|VBIGarVag276801_1158"	"SEQ01157"	"Gardnerella vaginalis JCP7276"
"GV24|SEQ00021"	"clust_1154"	"fid|183975131|locus|VBIGarVag268944_0021|   FIG00672247: hypothetical protein   [Gardnerella vaginalis JCP7672]"	"fid|183975131|locus|VBIGarVag268944_0021"	"SEQ00021"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ00025"	"clust_1143"	"fid|183975142|locus|VBIGarVag268944_0026|   ABC transporter, solute-binding protein   [Gardnerella vaginalis JCP7672]"	"fid|183975142|locus|VBIGarVag268944_0026"	"SEQ00025"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ00028"	"clust_1142"	"fid|183975148|locus|VBIGarVag268944_0029|   ABC-type sugar transport system, permease component   [Gardnerella vaginalis JCP7672]"	"fid|183975148|locus|VBIGarVag268944_0029"	"SEQ00028"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ00029"	"clust_1141"	"fid|183975150|locus|VBIGarVag268944_0030|   Beta-galactosidase (EC 3.2.1.23)   [Gardnerella vaginalis JCP7672]"	"fid|183975150|locus|VBIGarVag268944_0030"	"SEQ00029"	"Gardnerella vaginalis JCP7672"
