"cds_id"	"ortho_id"	"full_id"	"short_id"	"seq_id"	"strain_id"
"GV04|SEQ00885"	"clust_0724"	"fid|85481676|locus|VBIGarVag246433_0885|   LSU ribosomal protein L25p   [Gardnerella vaginalis 0288E]"	"fid|85481676|locus|VBIGarVag246433_0885"	"SEQ00885"	"Gardnerella vaginalis 0288E"
"GV04|SEQ00890"	"clust_0736"	"fid|85481686|locus|VBIGarVag246433_0890|   YrdC/Sua5 family protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA   [Gardnerella vaginalis 0288E]"	"fid|85481686|locus|VBIGarVag246433_0890"	"SEQ00890"	"Gardnerella vaginalis 0288E"
"GV04|SEQ00895"	"clust_0735"	"fid|85481696|locus|VBIGarVag246433_0895|   3'-to-5' oligoribonuclease (orn)   [Gardnerella vaginalis 0288E]"	"fid|85481696|locus|VBIGarVag246433_0895"	"SEQ00895"	"Gardnerella vaginalis 0288E"
"GV04|SEQ00914"	"clust_0734"	"fid|85481734|locus|VBIGarVag246433_0914|   Pyridoxine biosynthesis glutamine amidotransferase, glutaminase subunit (EC 2.4.2.-)   [Gardnerella vaginalis 0288E]"	"fid|85481734|locus|VBIGarVag246433_0914"	"SEQ00914"	"Gardnerella vaginalis 0288E"
"GV04|SEQ00939"	"clust_0801"	"fid|85481784|locus|VBIGarVag246433_0939|   Putative integral membrane protein   [Gardnerella vaginalis 0288E]"	"fid|85481784|locus|VBIGarVag246433_0939"	"SEQ00939"	"Gardnerella vaginalis 0288E"
"GV04|SEQ00941"	"clust_0723"	"fid|85481788|locus|VBIGarVag246433_0941|   SSU ribosomal protein S20p   [Gardnerella vaginalis 0288E]"	"fid|85481788|locus|VBIGarVag246433_0941"	"SEQ00941"	"Gardnerella vaginalis 0288E"
"GV04|SEQ00962"	"clust_0733"	"fid|85481832|locus|VBIGarVag246433_0962|   Protein Implicated in DNA repair function with RecA and MutS   [Gardnerella vaginalis 0288E]"	"fid|85481832|locus|VBIGarVag246433_0962"	"SEQ00962"	"Gardnerella vaginalis 0288E"
"GV04|SEQ00981"	"clust_0721"	"fid|85481872|locus|VBIGarVag246433_0981|   Aquaporin Z   [Gardnerella vaginalis 0288E]"	"fid|85481872|locus|VBIGarVag246433_0981"	"SEQ00981"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01000"	"clust_0718"	"fid|85481912|locus|VBIGarVag246433_1000|   ABC-type polar amino acid transport system, ATPase component   [Gardnerella vaginalis 0288E]"	"fid|85481912|locus|VBIGarVag246433_1000"	"SEQ01000"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01006"	"clust_0719"	"fid|85481924|locus|VBIGarVag246433_1006|   FIG00672430: hypothetical protein   [Gardnerella vaginalis 0288E]"	"fid|85481924|locus|VBIGarVag246433_1006"	"SEQ01006"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01014"	"clust_0720"	"fid|85481940|locus|VBIGarVag246433_1014|   FIG030330: hypothetical protein   [Gardnerella vaginalis 0288E]"	"fid|85481940|locus|VBIGarVag246433_1014"	"SEQ01014"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01034"	"clust_0725"	"fid|85481980|locus|VBIGarVag246433_1034|   Phosphoserine phosphatase (EC 3.1.3.3)   [Gardnerella vaginalis 0288E]"	"fid|85481980|locus|VBIGarVag246433_1034"	"SEQ01034"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01060"	"clust_0722"	"fid|85482041|locus|VBIGarVag246433_1060|   Putative ABC transport system exported protein   [Gardnerella vaginalis 0288E]"	"fid|85482041|locus|VBIGarVag246433_1060"	"SEQ01060"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01083"	"clust_0802"	"fid|85482087|locus|VBIGarVag246433_1083|   Xanthine/uracil permease family   [Gardnerella vaginalis 0288E]"	"fid|85482087|locus|VBIGarVag246433_1083"	"SEQ01083"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01092"	"clust_0803"	"fid|85482105|locus|VBIGarVag246433_1092|   Enolase (EC 4.2.1.11)   [Gardnerella vaginalis 0288E]"	"fid|85482105|locus|VBIGarVag246433_1092"	"SEQ01092"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01111"	"clust_0808"	"fid|85482146|locus|VBIGarVag246433_1111|   FIG00672362: hypothetical protein   [Gardnerella vaginalis 0288E]"	"fid|85482146|locus|VBIGarVag246433_1111"	"SEQ01111"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01146"	"clust_0807"	"fid|85482219|locus|VBIGarVag246433_1146|   GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I   [Gardnerella vaginalis 0288E]"	"fid|85482219|locus|VBIGarVag246433_1146"	"SEQ01146"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01158"	"clust_0751"	"fid|85482244|locus|VBIGarVag246433_1158|   Manganese ABC transporter, inner membrane permease protein SitD   [Gardnerella vaginalis 0288E]"	"fid|85482244|locus|VBIGarVag246433_1158"	"SEQ01158"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01163"	"clust_0750"	"fid|85482254|locus|VBIGarVag246433_1163|   Homoserine dehydrogenase (EC 1.1.1.3)   [Gardnerella vaginalis 0288E]"	"fid|85482254|locus|VBIGarVag246433_1163"	"SEQ01163"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01169"	"clust_0006"	"fid|85482267|locus|VBIGarVag246433_1169|   Hydroxyethylthiazole kinase (EC 2.7.1.50)   [Gardnerella vaginalis 0288E]"	"fid|85482267|locus|VBIGarVag246433_1169"	"SEQ01169"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01224"	"clust_0717"	"fid|85482377|locus|VBIGarVag246433_1224|   HspR, transcriptional repressor of DnaK operon   [Gardnerella vaginalis 0288E]"	"fid|85482377|locus|VBIGarVag246433_1224"	"SEQ01224"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01230"	"clust_0716"	"fid|85482389|locus|VBIGarVag246433_1230|   Thymidylate kinase (EC 2.7.4.9)   [Gardnerella vaginalis 0288E]"	"fid|85482389|locus|VBIGarVag246433_1230"	"SEQ01230"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01231"	"clust_0715"	"fid|85482391|locus|VBIGarVag246433_1231|   DNA polymerase III delta prime subunit (EC 2.7.7.7)   [Gardnerella vaginalis 0288E]"	"fid|85482391|locus|VBIGarVag246433_1231"	"SEQ01231"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01242"	"clust_0714"	"fid|85482413|locus|VBIGarVag246433_1242|   Methionyl-tRNA synthetase (EC 6.1.1.10)   [Gardnerella vaginalis 0288E]"	"fid|85482413|locus|VBIGarVag246433_1242"	"SEQ01242"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01265"	"clust_0805"	"fid|85482468|locus|VBIGarVag246433_1265|   Topoisomerase IV subunit B (EC 5.99.1.-)   [Gardnerella vaginalis 0288E]"	"fid|85482468|locus|VBIGarVag246433_1265"	"SEQ01265"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01278"	"clust_0804"	"fid|85482495|locus|VBIGarVag246433_1278|   NAD kinase (EC 2.7.1.23)   [Gardnerella vaginalis 0288E]"	"fid|85482495|locus|VBIGarVag246433_1278"	"SEQ01278"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01291"	"clust_0738"	"fid|85482522|locus|VBIGarVag246433_1291|   tRNA delta(2)-isopentenylpyrophosphate transferase (EC 2.5.1.8)   [Gardnerella vaginalis 0288E]"	"fid|85482522|locus|VBIGarVag246433_1291"	"SEQ01291"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01312"	"clust_0799"	"fid|85482568|locus|VBIGarVag246433_1312|   FIG00672212: hypothetical protein   [Gardnerella vaginalis 0288E]"	"fid|85482568|locus|VBIGarVag246433_1312"	"SEQ01312"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01324"	"clust_0806"	"fid|85482594|locus|VBIGarVag246433_1324|   Permeases of the major facilitator superfamily   [Gardnerella vaginalis 0288E]"	"fid|85482594|locus|VBIGarVag246433_1324"	"SEQ01324"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01328"	"clust_0749"	"fid|85482603|locus|VBIGarVag246433_1328|   LSU ribosomal protein L21p   [Gardnerella vaginalis 0288E]"	"fid|85482603|locus|VBIGarVag246433_1328"	"SEQ01328"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01334"	"clust_0748"	"fid|85482617|locus|VBIGarVag246433_1334|   Transcription antitermination protein NusG   [Gardnerella vaginalis 0288E]"	"fid|85482617|locus|VBIGarVag246433_1334"	"SEQ01334"	"Gardnerella vaginalis 0288E"
"GV04|SEQ01360"	"clust_0768"	"fid|85482671|locus|VBIGarVag246433_1360|   Phosphate transport system permease protein PstA (TC 3.A.1.7.1)   [Gardnerella vaginalis 0288E]"	"fid|85482671|locus|VBIGarVag246433_1360"	"SEQ01360"	"Gardnerella vaginalis 0288E"
"GV05|SEQ00005"	"clust_0742"	"fid|52545710|locus|VBIGarVag174900_0005|   FIG00672408: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52545710|locus|VBIGarVag174900_0005"	"SEQ00005"	"Gardnerella vaginalis 101"
"GV05|SEQ00023"	"clust_0261"	"fid|52545747|locus|VBIGarVag174900_0023|   ABC transporter, ATP-binding/permease protein   [Gardnerella vaginalis 101]"	"fid|52545747|locus|VBIGarVag174900_0023"	"SEQ00023"	"Gardnerella vaginalis 101"
"GV05|SEQ00045"	"clust_0741"	"fid|52545795|locus|VBIGarVag174900_0045|   FIG00672086: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52545795|locus|VBIGarVag174900_0045"	"SEQ00045"	"Gardnerella vaginalis 101"
"GV05|SEQ00047"	"clust_0740"	"fid|52545799|locus|VBIGarVag174900_0047|   SSU ribosomal protein S7p (S5e)   [Gardnerella vaginalis 101]"	"fid|52545799|locus|VBIGarVag174900_0047"	"SEQ00047"	"Gardnerella vaginalis 101"
"GV05|SEQ00049"	"clust_0739"	"fid|52545803|locus|VBIGarVag174900_0049|   Translation elongation factor Tu   [Gardnerella vaginalis 101]"	"fid|52545803|locus|VBIGarVag174900_0049"	"SEQ00049"	"Gardnerella vaginalis 101"
"GV05|SEQ00052"	"clust_0738"	"fid|52545809|locus|VBIGarVag174900_0052|   tRNA delta(2)-isopentenylpyrophosphate transferase (EC 2.5.1.8)   [Gardnerella vaginalis 101]"	"fid|52545809|locus|VBIGarVag174900_0052"	"SEQ00052"	"Gardnerella vaginalis 101"
"GV05|SEQ00065"	"clust_0780"	"fid|52545837|locus|VBIGarVag174900_0065|   FIG00424144: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52545837|locus|VBIGarVag174900_0065"	"SEQ00065"	"Gardnerella vaginalis 101"
"GV05|SEQ00068"	"clust_0781"	"fid|52545843|locus|VBIGarVag174900_0068|   Nicotinate phosphoribosyltransferase (EC 2.4.2.11)   [Gardnerella vaginalis 101]"	"fid|52545843|locus|VBIGarVag174900_0068"	"SEQ00068"	"Gardnerella vaginalis 101"
"GV05|SEQ00069"	"clust_0782"	"fid|52545845|locus|VBIGarVag174900_0069|   FIG00423807: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52545845|locus|VBIGarVag174900_0069"	"SEQ00069"	"Gardnerella vaginalis 101"
"GV05|SEQ00072"	"clust_0783"	"fid|52545851|locus|VBIGarVag174900_0072|   COG1399 protein, clustered with ribosomal protein L32p   [Gardnerella vaginalis 101]"	"fid|52545851|locus|VBIGarVag174900_0072"	"SEQ00072"	"Gardnerella vaginalis 101"
"GV05|SEQ00097"	"clust_0736"	"fid|52545901|locus|VBIGarVag174900_0097|   Sua5 YciO YrdC YwlC family protein   [Gardnerella vaginalis 101]"	"fid|52545901|locus|VBIGarVag174900_0097"	"SEQ00097"	"Gardnerella vaginalis 101"
"GV05|SEQ00100"	"clust_0735"	"fid|52545907|locus|VBIGarVag174900_0100|   3'-to-5' oligoribonuclease (orn)   [Gardnerella vaginalis 101]"	"fid|52545907|locus|VBIGarVag174900_0100"	"SEQ00100"	"Gardnerella vaginalis 101"
"GV05|SEQ00156"	"clust_0717"	"fid|52546021|locus|VBIGarVag174900_0156|   HspR, transcriptional repressor of DnaK operon   [Gardnerella vaginalis 101]"	"fid|52546021|locus|VBIGarVag174900_0156"	"SEQ00156"	"Gardnerella vaginalis 101"
"GV05|SEQ00162"	"clust_0716"	"fid|52546033|locus|VBIGarVag174900_0162|   Thymidylate kinase (EC 2.7.4.9)   [Gardnerella vaginalis 101]"	"fid|52546033|locus|VBIGarVag174900_0162"	"SEQ00162"	"Gardnerella vaginalis 101"
"GV05|SEQ00163"	"clust_0715"	"fid|52546035|locus|VBIGarVag174900_0163|   DNA polymerase III delta prime subunit (EC 2.7.7.7)   [Gardnerella vaginalis 101]"	"fid|52546035|locus|VBIGarVag174900_0163"	"SEQ00163"	"Gardnerella vaginalis 101"
"GV05|SEQ00176"	"clust_0714"	"fid|52546061|locus|VBIGarVag174900_0176|   Methionyl-tRNA synthetase (EC 6.1.1.10)   [Gardnerella vaginalis 101]"	"fid|52546061|locus|VBIGarVag174900_0176"	"SEQ00176"	"Gardnerella vaginalis 101"
"GV05|SEQ00193"	"clust_0752"	"fid|52546096|locus|VBIGarVag174900_0193|   possible phospholipase/carboxylesterase   [Gardnerella vaginalis 101]"	"fid|52546096|locus|VBIGarVag174900_0193"	"SEQ00193"	"Gardnerella vaginalis 101"
"GV05|SEQ00214"	"clust_0016"	"fid|52546140|locus|VBIGarVag174900_0214|   FIG00672336: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52546140|locus|VBIGarVag174900_0214"	"SEQ00214"	"Gardnerella vaginalis 101"
"GV05|SEQ00216"	"clust_0753"	"fid|52546146|locus|VBIGarVag174900_0216|   probable cation-transporting ATPase V   [Gardnerella vaginalis 101]"	"fid|52546146|locus|VBIGarVag174900_0216"	"SEQ00216"	"Gardnerella vaginalis 101"
"GV05|SEQ00223"	"clust_0754"	"fid|52546164|locus|VBIGarVag174900_0223|   Integral membrane protein   [Gardnerella vaginalis 101]"	"fid|52546164|locus|VBIGarVag174900_0223"	"SEQ00223"	"Gardnerella vaginalis 101"
"GV05|SEQ00229"	"clust_0755"	"fid|52546176|locus|VBIGarVag174900_0229|   Putative ESX-1 secretion system component Rv3877   [Gardnerella vaginalis 101]"	"fid|52546176|locus|VBIGarVag174900_0229"	"SEQ00229"	"Gardnerella vaginalis 101"
"GV05|SEQ00242"	"clust_0756"	"fid|52546202|locus|VBIGarVag174900_0242|   FIG00672187: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52546202|locus|VBIGarVag174900_0242"	"SEQ00242"	"Gardnerella vaginalis 101"
"GV05|SEQ00252"	"clust_0757"	"fid|52546222|locus|VBIGarVag174900_0252|   Ribonuclease P protein component (EC 3.1.26.5)   [Gardnerella vaginalis 101]"	"fid|52546222|locus|VBIGarVag174900_0252"	"SEQ00252"	"Gardnerella vaginalis 101"
"GV05|SEQ00282"	"clust_0758"	"fid|52546287|locus|VBIGarVag174900_0282|   FIG00424069: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52546287|locus|VBIGarVag174900_0282"	"SEQ00282"	"Gardnerella vaginalis 101"
"GV05|SEQ00284"	"clust_0759"	"fid|52546291|locus|VBIGarVag174900_0284|   Polyphosphate kinase (EC 2.7.4.1)   [Gardnerella vaginalis 101]"	"fid|52546291|locus|VBIGarVag174900_0284"	"SEQ00284"	"Gardnerella vaginalis 101"
"GV05|SEQ00311"	"clust_0760"	"fid|52546345|locus|VBIGarVag174900_0311|   Fructose-bisphosphate aldolase class II (EC 4.1.2.13)   [Gardnerella vaginalis 101]"	"fid|52546345|locus|VBIGarVag174900_0311"	"SEQ00311"	"Gardnerella vaginalis 101"
"GV05|SEQ00321"	"clust_0761"	"fid|52546365|locus|VBIGarVag174900_0321|   hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52546365|locus|VBIGarVag174900_0321"	"SEQ00321"	"Gardnerella vaginalis 101"
"GV05|SEQ00327"	"clust_0762"	"fid|52546377|locus|VBIGarVag174900_0327|   Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)   [Gardnerella vaginalis 101]"	"fid|52546377|locus|VBIGarVag174900_0327"	"SEQ00327"	"Gardnerella vaginalis 101"
"GV05|SEQ00332"	"clust_0763"	"fid|52546387|locus|VBIGarVag174900_0332|   FIG00996186: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52546387|locus|VBIGarVag174900_0332"	"SEQ00332"	"Gardnerella vaginalis 101"
"GV05|SEQ00354"	"clust_0764"	"fid|52546433|locus|VBIGarVag174900_0354|   ABC transporter permease protein   [Gardnerella vaginalis 101]"	"fid|52546433|locus|VBIGarVag174900_0354"	"SEQ00354"	"Gardnerella vaginalis 101"
"GV05|SEQ00360"	"clust_0765"	"fid|52546445|locus|VBIGarVag174900_0360|   FIG00672300: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52546445|locus|VBIGarVag174900_0360"	"SEQ00360"	"Gardnerella vaginalis 101"
"GV05|SEQ00367"	"clust_0795"	"fid|52546459|locus|VBIGarVag174900_0367|   FIG00672518: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52546459|locus|VBIGarVag174900_0367"	"SEQ00367"	"Gardnerella vaginalis 101"
"GV05|SEQ00376"	"clust_0766"	"fid|52546477|locus|VBIGarVag174900_0376|   Ribonucleotide reduction protein NrdI   [Gardnerella vaginalis 101]"	"fid|52546477|locus|VBIGarVag174900_0376"	"SEQ00376"	"Gardnerella vaginalis 101"
"GV05|SEQ00381"	"clust_0767"	"fid|52546487|locus|VBIGarVag174900_0381|   Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)   [Gardnerella vaginalis 101]"	"fid|52546487|locus|VBIGarVag174900_0381"	"SEQ00381"	"Gardnerella vaginalis 101"
"GV05|SEQ00423"	"clust_0768"	"fid|52546577|locus|VBIGarVag174900_0423|   Phosphate transport system permease protein PstA (TC 3.A.1.7.1)   [Gardnerella vaginalis 101]"	"fid|52546577|locus|VBIGarVag174900_0423"	"SEQ00423"	"Gardnerella vaginalis 101"
"GV05|SEQ00431"	"clust_0769"	"fid|52546594|locus|VBIGarVag174900_0431|   FIG00672191: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52546594|locus|VBIGarVag174900_0431"	"SEQ00431"	"Gardnerella vaginalis 101"
"GV05|SEQ00433"	"clust_0770"	"fid|52546598|locus|VBIGarVag174900_0433|   FIG00424295: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52546598|locus|VBIGarVag174900_0433"	"SEQ00433"	"Gardnerella vaginalis 101"
"GV05|SEQ00438"	"clust_0771"	"fid|52546614|locus|VBIGarVag174900_0438|   LSU ribosomal protein L33p   [Gardnerella vaginalis 101]"	"fid|52546614|locus|VBIGarVag174900_0438"	"SEQ00438"	"Gardnerella vaginalis 101"
"GV05|SEQ00443"	"clust_0772"	"fid|52546624|locus|VBIGarVag174900_0443|   Integral membrane protein   [Gardnerella vaginalis 101]"	"fid|52546624|locus|VBIGarVag174900_0443"	"SEQ00443"	"Gardnerella vaginalis 101"
"GV05|SEQ00451"	"clust_0773"	"fid|52546642|locus|VBIGarVag174900_0451|   SSU ribosomal protein S9p (S16e)   [Gardnerella vaginalis 101]"	"fid|52546642|locus|VBIGarVag174900_0451"	"SEQ00451"	"Gardnerella vaginalis 101"
"GV05|SEQ00459"	"clust_0774"	"fid|52546658|locus|VBIGarVag174900_0459|   LSU ribosomal protein L22p (L17e)   [Gardnerella vaginalis 101]"	"fid|52546658|locus|VBIGarVag174900_0459"	"SEQ00459"	"Gardnerella vaginalis 101"
"GV05|SEQ00464"	"clust_0775"	"fid|52546668|locus|VBIGarVag174900_0464|   LSU ribosomal protein L5p (L11e)   [Gardnerella vaginalis 101]"	"fid|52546668|locus|VBIGarVag174900_0464"	"SEQ00464"	"Gardnerella vaginalis 101"
"GV05|SEQ00468"	"clust_0776"	"fid|52546677|locus|VBIGarVag174900_0468|   LSU ribosomal protein L18p (L5e)   [Gardnerella vaginalis 101]"	"fid|52546677|locus|VBIGarVag174900_0468"	"SEQ00468"	"Gardnerella vaginalis 101"
"GV05|SEQ00474"	"clust_0777"	"fid|52546689|locus|VBIGarVag174900_0474|   SSU ribosomal protein S13p (S18e)   [Gardnerella vaginalis 101]"	"fid|52546689|locus|VBIGarVag174900_0474"	"SEQ00474"	"Gardnerella vaginalis 101"
"GV05|SEQ00506"	"clust_0778"	"fid|52546756|locus|VBIGarVag174900_0506|   probable DeoR-type transcriptional regulator   [Gardnerella vaginalis 101]"	"fid|52546756|locus|VBIGarVag174900_0506"	"SEQ00506"	"Gardnerella vaginalis 101"
"GV05|SEQ00507"	"clust_0745"	"fid|52546758|locus|VBIGarVag174900_0507|   FIG00424299: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52546758|locus|VBIGarVag174900_0507"	"SEQ00507"	"Gardnerella vaginalis 101"
"GV05|SEQ00508"	"clust_0744"	"fid|52546760|locus|VBIGarVag174900_0508|   tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)   [Gardnerella vaginalis 101]"	"fid|52546760|locus|VBIGarVag174900_0508"	"SEQ00508"	"Gardnerella vaginalis 101"
"GV05|SEQ00526"	"clust_0779"	"fid|52546796|locus|VBIGarVag174900_0526|   Mevalonate kinase (EC 2.7.1.36)   [Gardnerella vaginalis 101]"	"fid|52546796|locus|VBIGarVag174900_0526"	"SEQ00526"	"Gardnerella vaginalis 101"
"GV05|SEQ00546"	"clust_0784"	"fid|52546836|locus|VBIGarVag174900_0546|   SSU ribosomal protein S4p (S9e)   [Gardnerella vaginalis 101]"	"fid|52546836|locus|VBIGarVag174900_0546"	"SEQ00546"	"Gardnerella vaginalis 101"
"GV05|SEQ00554"	"clust_0785"	"fid|52546852|locus|VBIGarVag174900_0554|   FIG00672079: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52546852|locus|VBIGarVag174900_0554"	"SEQ00554"	"Gardnerella vaginalis 101"
"GV05|SEQ00568"	"clust_0786"	"fid|52546882|locus|VBIGarVag174900_0568|   Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)   [Gardnerella vaginalis 101]"	"fid|52546882|locus|VBIGarVag174900_0568"	"SEQ00568"	"Gardnerella vaginalis 101"
"GV05|SEQ00579"	"clust_0787"	"fid|52546904|locus|VBIGarVag174900_0579|   Dihydrofolate reductase (EC 1.5.1.3)   [Gardnerella vaginalis 101]"	"fid|52546904|locus|VBIGarVag174900_0579"	"SEQ00579"	"Gardnerella vaginalis 101"
"GV05|SEQ00590"	"clust_0004"	"fid|52546928|locus|VBIGarVag174900_0590|   LPXTG-motif cell wall anchor domain protein   [Gardnerella vaginalis 101]"	"fid|52546928|locus|VBIGarVag174900_0590"	"SEQ00590"	"Gardnerella vaginalis 101"
"GV05|SEQ00597"	"clust_0043"	"fid|52546944|locus|VBIGarVag174900_0597|   Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)   [Gardnerella vaginalis 101]"	"fid|52546944|locus|VBIGarVag174900_0597"	"SEQ00597"	"Gardnerella vaginalis 101"
"GV05|SEQ00622"	"clust_0788"	"fid|52546998|locus|VBIGarVag174900_0622|   Cell division protein FtsZ (EC 3.4.24.-)   [Gardnerella vaginalis 101]"	"fid|52546998|locus|VBIGarVag174900_0622"	"SEQ00622"	"Gardnerella vaginalis 101"
"GV05|SEQ00623"	"clust_0789"	"fid|52547000|locus|VBIGarVag174900_0623|   FIG021292: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52547000|locus|VBIGarVag174900_0623"	"SEQ00623"	"Gardnerella vaginalis 101"
"GV05|SEQ00631"	"clust_0790"	"fid|52547020|locus|VBIGarVag174900_0631|   UDP-N-acetylmuramoylalanyl-D-glutamate--L-ornithine ligase   [Gardnerella vaginalis 101]"	"fid|52547020|locus|VBIGarVag174900_0631"	"SEQ00631"	"Gardnerella vaginalis 101"
"GV05|SEQ00640"	"clust_0791"	"fid|52547038|locus|VBIGarVag174900_0640|   Translation initiation factor 3   [Gardnerella vaginalis 101]"	"fid|52547038|locus|VBIGarVag174900_0640"	"SEQ00640"	"Gardnerella vaginalis 101"
"GV05|SEQ00641"	"clust_0792"	"fid|52547040|locus|VBIGarVag174900_0641|   LSU ribosomal protein L35p   [Gardnerella vaginalis 101]"	"fid|52547040|locus|VBIGarVag174900_0641"	"SEQ00641"	"Gardnerella vaginalis 101"
"GV05|SEQ00642"	"clust_0793"	"fid|52547042|locus|VBIGarVag174900_0642|   LSU ribosomal protein L20p   [Gardnerella vaginalis 101]"	"fid|52547042|locus|VBIGarVag174900_0642"	"SEQ00642"	"Gardnerella vaginalis 101"
"GV05|SEQ00646"	"clust_0794"	"fid|52547051|locus|VBIGarVag174900_0646|   FIG00672343: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52547051|locus|VBIGarVag174900_0646"	"SEQ00646"	"Gardnerella vaginalis 101"
"GV05|SEQ00716"	"clust_0800"	"fid|52547191|locus|VBIGarVag174900_0716|   ABC transporter, ATP-binding protein   [Gardnerella vaginalis 101]"	"fid|52547191|locus|VBIGarVag174900_0716"	"SEQ00716"	"Gardnerella vaginalis 101"
"GV05|SEQ00730"	"clust_0014"	"fid|52547219|locus|VBIGarVag174900_0730|   FIG00672052: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52547219|locus|VBIGarVag174900_0730"	"SEQ00730"	"Gardnerella vaginalis 101"
"GV05|SEQ00738"	"clust_0796"	"fid|52547235|locus|VBIGarVag174900_0738|   FIG00671967: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52547235|locus|VBIGarVag174900_0738"	"SEQ00738"	"Gardnerella vaginalis 101"
"GV05|SEQ00778"	"clust_0797"	"fid|52547315|locus|VBIGarVag174900_0778|   Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy   [Gardnerella vaginalis 101]"	"fid|52547315|locus|VBIGarVag174900_0778"	"SEQ00778"	"Gardnerella vaginalis 101"
"GV05|SEQ00790"	"clust_0798"	"fid|52547340|locus|VBIGarVag174900_0790|   Pyruvate kinase (EC 2.7.1.40)   [Gardnerella vaginalis 101]"	"fid|52547340|locus|VBIGarVag174900_0790"	"SEQ00790"	"Gardnerella vaginalis 101"
"GV05|SEQ00797"	"clust_0799"	"fid|52547356|locus|VBIGarVag174900_0797|   FIG00672212: hypothetical protein   [Gardnerella vaginalis 101]"	"fid|52547356|locus|VBIGarVag174900_0797"	"SEQ00797"	"Gardnerella vaginalis 101"
"GV05|SEQ00808"	"clust_0801"	"fid|52547380|locus|VBIGarVag174900_0808|   Putative integral membrane protein   [Gardnerella vaginalis 101]"	"fid|52547380|locus|VBIGarVag174900_0808"	"SEQ00808"	"Gardnerella vaginalis 101"
"GV05|SEQ00826"	"clust_0802"	"fid|52547418|locus|VBIGarVag174900_0826|   Xanthine/uracil permease family   [Gardnerella vaginalis 101]"	"fid|52547418|locus|VBIGarVag174900_0826"	"SEQ00826"	"Gardnerella vaginalis 101"
"GV05|SEQ00835"	"clust_0803"	"fid|52547436|locus|VBIGarVag174900_0835|   Enolase (EC 4.2.1.11)   [Gardnerella vaginalis 101]"	"fid|52547436|locus|VBIGarVag174900_0835"	"SEQ00835"	"Gardnerella vaginalis 101"
"GV05|SEQ00851"	"clust_0804"	"fid|52547470|locus|VBIGarVag174900_0851|   NAD kinase (EC 2.7.1.23)   [Gardnerella vaginalis 101]"	"fid|52547470|locus|VBIGarVag174900_0851"	"SEQ00851"	"Gardnerella vaginalis 101"
