short_id	genome_name	accession	annotation	feature_type	na_feature_id	locus_tag	gene	product	ec_number	ec_name	figfam_id	go_id	go_term	pathway_id	pathway_name	ortho_id	id_short
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	950	Isoquinoline alkaloid biosynthesis	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	965	Betalain biosynthesis	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	362	Benzoate degradation via hydroxylation	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	350	Tyrosine metabolism	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	340	Histidine metabolism	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	623	2,4-Dichlorobenzoate degradation	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	1056	Biosynthesis of type II polyketide backbone	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	564	Glycerophospholipid metabolism	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	642	Ethylbenzene degradation	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	903	Limonene and pinene degradation	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	906	Carotenoid biosynthesis	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	945	Stilbenoid, diarylheptanoid and gingerol biosynthesis	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	942	Anthocyanin biosynthesis	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	253	Tetracycline biosynthesis	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	61	Fatty acid biosynthesis	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	330	Arginine and proline metabolism	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	904	Diterpenoid biosynthesis	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	627	1,4-Dichlorobenzene degradation	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	540	Lipopolysaccharide biosynthesis	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	604	Glycosphingolipid biosynthesis - ganglio series	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	960	Tropane, piperidine and pyridine alkaloid biosynthesis	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	310	Lysine degradation	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	626	Naphthalene and anthracene degradation	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	565	Ether lipid metabolism	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	360	Phenylalanine metabolism	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	650	Butanoate metabolism	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	680	Methane metabolism	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	950	Isoquinoline alkaloid biosynthesis	clust_2909	GV13
fid|85486723|locus|VBIGarVag244533_0382	Gardnerella vaginalis 55152	ADEQ01000005	PATRIC	CDS	85486723	VBIGarVag244533_0382	NA	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	2.3.1.-	Transferring groups other than amino-acyl groups.	FIG01318712	GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	965	Betalain biosynthesis	clust_2909	GV13
