"cds_id"	"ortho_id"	"full_id"	"short_id"	"seq_id"	"strain_id"
"GV33|SEQ01121"	"clust_2235"	"fid|184003138|locus|VBIGarVag265557_1121|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003138|locus|VBIGarVag265557_1121"	"SEQ01121"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01123"	"clust_2236"	"fid|184003142|locus|VBIGarVag265557_1123|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003142|locus|VBIGarVag265557_1123"	"SEQ01123"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01124"	"clust_2237"	"fid|184003144|locus|VBIGarVag265557_1124|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003144|locus|VBIGarVag265557_1124"	"SEQ01124"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01134"	"clust_2238"	"fid|184003164|locus|VBIGarVag265557_1134|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003164|locus|VBIGarVag265557_1134"	"SEQ01134"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01145"	"clust_2239"	"fid|184003192|locus|VBIGarVag265557_1145|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003192|locus|VBIGarVag265557_1145"	"SEQ01145"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01188"	"clust_2240"	"fid|184003307|locus|VBIGarVag265557_1188|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003307|locus|VBIGarVag265557_1188"	"SEQ01188"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01213"	"clust_2241"	"fid|184003359|locus|VBIGarVag265557_1213|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003359|locus|VBIGarVag265557_1213"	"SEQ01213"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01214"	"clust_1972"	"fid|184003361|locus|VBIGarVag265557_1214|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003361|locus|VBIGarVag265557_1214"	"SEQ01214"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01223"	"clust_2242"	"fid|184003384|locus|VBIGarVag265557_1223|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003384|locus|VBIGarVag265557_1223"	"SEQ01223"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01247"	"clust_2243"	"fid|184003440|locus|VBIGarVag265557_1247|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003440|locus|VBIGarVag265557_1247"	"SEQ01247"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01251"	"clust_2244"	"fid|184003448|locus|VBIGarVag265557_1251|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003448|locus|VBIGarVag265557_1251"	"SEQ01251"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01254"	"clust_2245"	"fid|184003457|locus|VBIGarVag265557_1254|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003457|locus|VBIGarVag265557_1254"	"SEQ01254"	"Gardnerella vaginalis JCP8481A"
"GV33|SEQ01259"	"clust_2246"	"fid|184003467|locus|VBIGarVag265557_1259|   hypothetical protein   [Gardnerella vaginalis JCP8481A]"	"fid|184003467|locus|VBIGarVag265557_1259"	"SEQ01259"	"Gardnerella vaginalis JCP8481A"
"GV34|SEQ00001"	"clust_2240"	"fid|184003490|locus|VBIGarVag270440_0001|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003490|locus|VBIGarVag270440_0001"	"SEQ00001"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00055"	"clust_2150"	"fid|184003602|locus|VBIGarVag270440_0055|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003602|locus|VBIGarVag270440_0055"	"SEQ00055"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00082"	"clust_2159"	"fid|184003656|locus|VBIGarVag270440_0082|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003656|locus|VBIGarVag270440_0082"	"SEQ00082"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00089"	"clust_2160"	"fid|184003670|locus|VBIGarVag270440_0089|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003670|locus|VBIGarVag270440_0089"	"SEQ00089"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00101"	"clust_2243"	"fid|184003695|locus|VBIGarVag270440_0101|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003695|locus|VBIGarVag270440_0101"	"SEQ00101"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00105"	"clust_2244"	"fid|184003703|locus|VBIGarVag270440_0105|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003703|locus|VBIGarVag270440_0105"	"SEQ00105"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00108"	"clust_2245"	"fid|184003712|locus|VBIGarVag270440_0108|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003712|locus|VBIGarVag270440_0108"	"SEQ00108"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00113"	"clust_2246"	"fid|184003722|locus|VBIGarVag270440_0113|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003722|locus|VBIGarVag270440_0113"	"SEQ00113"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00117"	"clust_2130"	"fid|184003731|locus|VBIGarVag270440_0117|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003731|locus|VBIGarVag270440_0117"	"SEQ00117"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00118"	"clust_2131"	"fid|184003733|locus|VBIGarVag270440_0118|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003733|locus|VBIGarVag270440_0118"	"SEQ00118"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00127"	"clust_2201"	"fid|184003755|locus|VBIGarVag270440_0127|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003755|locus|VBIGarVag270440_0127"	"SEQ00127"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00129"	"clust_2200"	"fid|184003767|locus|VBIGarVag270440_0129|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003767|locus|VBIGarVag270440_0129"	"SEQ00129"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00194"	"clust_2171"	"fid|184003900|locus|VBIGarVag270440_0194|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003900|locus|VBIGarVag270440_0194"	"SEQ00194"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00210"	"clust_2133"	"fid|184003935|locus|VBIGarVag270440_0210|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003935|locus|VBIGarVag270440_0210"	"SEQ00210"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00215"	"clust_2238"	"fid|184003951|locus|VBIGarVag270440_0215|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003951|locus|VBIGarVag270440_0215"	"SEQ00215"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00225"	"clust_2237"	"fid|184003971|locus|VBIGarVag270440_0225|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003971|locus|VBIGarVag270440_0225"	"SEQ00225"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00226"	"clust_2236"	"fid|184003973|locus|VBIGarVag270440_0226|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003973|locus|VBIGarVag270440_0226"	"SEQ00226"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00228"	"clust_2235"	"fid|184003977|locus|VBIGarVag270440_0228|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003977|locus|VBIGarVag270440_0228"	"SEQ00228"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00230"	"clust_2152"	"fid|184003986|locus|VBIGarVag270440_0230|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184003986|locus|VBIGarVag270440_0230"	"SEQ00230"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00241"	"clust_2136"	"fid|184004009|locus|VBIGarVag270440_0241|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004009|locus|VBIGarVag270440_0241"	"SEQ00241"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00251"	"clust_2151"	"fid|184004038|locus|VBIGarVag270440_0251|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004038|locus|VBIGarVag270440_0251"	"SEQ00251"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00259"	"clust_2165"	"fid|184004055|locus|VBIGarVag270440_0259|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004055|locus|VBIGarVag270440_0259"	"SEQ00259"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00262"	"clust_2164"	"fid|184004061|locus|VBIGarVag270440_0262|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004061|locus|VBIGarVag270440_0262"	"SEQ00262"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00263"	"clust_2163"	"fid|184004063|locus|VBIGarVag270440_0263|   2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)   [Gardnerella vaginalis JCP8481B]"	"fid|184004063|locus|VBIGarVag270440_0263"	"SEQ00263"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00271"	"clust_2162"	"fid|184004079|locus|VBIGarVag270440_0271|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004079|locus|VBIGarVag270440_0271"	"SEQ00271"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00275"	"clust_2135"	"fid|184004088|locus|VBIGarVag270440_0275|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004088|locus|VBIGarVag270440_0275"	"SEQ00275"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00282"	"clust_2134"	"fid|184004104|locus|VBIGarVag270440_0282|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004104|locus|VBIGarVag270440_0282"	"SEQ00282"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00326"	"clust_2191"	"fid|184004200|locus|VBIGarVag270440_0326|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004200|locus|VBIGarVag270440_0326"	"SEQ00326"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00345"	"clust_2169"	"fid|184004239|locus|VBIGarVag270440_0345|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004239|locus|VBIGarVag270440_0345"	"SEQ00345"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00351"	"clust_2199"	"fid|184004252|locus|VBIGarVag270440_0351|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004252|locus|VBIGarVag270440_0351"	"SEQ00351"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00379"	"clust_2180"	"fid|184004315|locus|VBIGarVag270440_0379|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004315|locus|VBIGarVag270440_0379"	"SEQ00379"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00380"	"clust_2179"	"fid|184004317|locus|VBIGarVag270440_0380|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004317|locus|VBIGarVag270440_0380"	"SEQ00380"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00381"	"clust_2178"	"fid|184004319|locus|VBIGarVag270440_0381|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004319|locus|VBIGarVag270440_0381"	"SEQ00381"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00382"	"clust_2177"	"fid|184004321|locus|VBIGarVag270440_0382|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004321|locus|VBIGarVag270440_0382"	"SEQ00382"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00383"	"clust_2176"	"fid|184004323|locus|VBIGarVag270440_0383|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004323|locus|VBIGarVag270440_0383"	"SEQ00383"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00412"	"clust_2175"	"fid|184004382|locus|VBIGarVag270440_0412|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004382|locus|VBIGarVag270440_0412"	"SEQ00412"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00432"	"clust_2192"	"fid|184004429|locus|VBIGarVag270440_0432|   Translation initiation factor 2   [Gardnerella vaginalis JCP8481B]"	"fid|184004429|locus|VBIGarVag270440_0432"	"SEQ00432"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00434"	"clust_2193"	"fid|184004435|locus|VBIGarVag270440_0434|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004435|locus|VBIGarVag270440_0434"	"SEQ00434"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00439"	"clust_2194"	"fid|184004445|locus|VBIGarVag270440_0439|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004445|locus|VBIGarVag270440_0439"	"SEQ00439"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00456"	"clust_2157"	"fid|184004483|locus|VBIGarVag270440_0456|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004483|locus|VBIGarVag270440_0456"	"SEQ00456"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00467"	"clust_2173"	"fid|184004509|locus|VBIGarVag270440_0467|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004509|locus|VBIGarVag270440_0467"	"SEQ00467"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00476"	"clust_2146"	"fid|184004528|locus|VBIGarVag270440_0476|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004528|locus|VBIGarVag270440_0476"	"SEQ00476"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00477"	"clust_2147"	"fid|184004530|locus|VBIGarVag270440_0477|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004530|locus|VBIGarVag270440_0477"	"SEQ00477"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00481"	"clust_2148"	"fid|184004538|locus|VBIGarVag270440_0481|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004538|locus|VBIGarVag270440_0481"	"SEQ00481"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00482"	"clust_2149"	"fid|184004541|locus|VBIGarVag270440_0482|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004541|locus|VBIGarVag270440_0482"	"SEQ00482"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00489"	"clust_2153"	"fid|184004556|locus|VBIGarVag270440_0489|   Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)   [Gardnerella vaginalis JCP8481B]"	"fid|184004556|locus|VBIGarVag270440_0489"	"SEQ00489"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00497"	"clust_2132"	"fid|184004573|locus|VBIGarVag270440_0497|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004573|locus|VBIGarVag270440_0497"	"SEQ00497"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00499"	"clust_2195"	"fid|184004578|locus|VBIGarVag270440_0499|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004578|locus|VBIGarVag270440_0499"	"SEQ00499"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00507"	"clust_2239"	"fid|184004595|locus|VBIGarVag270440_0507|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004595|locus|VBIGarVag270440_0507"	"SEQ00507"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00508"	"clust_2172"	"fid|184004598|locus|VBIGarVag270440_0508|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004598|locus|VBIGarVag270440_0508"	"SEQ00508"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00515"	"clust_2137"	"fid|184004613|locus|VBIGarVag270440_0515|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004613|locus|VBIGarVag270440_0515"	"SEQ00515"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00516"	"clust_2197"	"fid|184004616|locus|VBIGarVag270440_0516|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004616|locus|VBIGarVag270440_0516"	"SEQ00516"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00522"	"clust_2216"	"fid|184004629|locus|VBIGarVag270440_0522|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004629|locus|VBIGarVag270440_0522"	"SEQ00522"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00523"	"clust_2166"	"fid|184004632|locus|VBIGarVag270440_0523|   LPXTG-motif protein cell wall anchor domain protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004632|locus|VBIGarVag270440_0523"	"SEQ00523"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00528"	"clust_2167"	"fid|184004642|locus|VBIGarVag270440_0528|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004642|locus|VBIGarVag270440_0528"	"SEQ00528"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00530"	"clust_2168"	"fid|184004646|locus|VBIGarVag270440_0530|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004646|locus|VBIGarVag270440_0530"	"SEQ00530"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00542"	"clust_2161"	"fid|184004674|locus|VBIGarVag270440_0542|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004674|locus|VBIGarVag270440_0542"	"SEQ00542"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00576"	"clust_2183"	"fid|184004747|locus|VBIGarVag270440_0576|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004747|locus|VBIGarVag270440_0576"	"SEQ00576"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00599"	"clust_2208"	"fid|184004794|locus|VBIGarVag270440_0599|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004794|locus|VBIGarVag270440_0599"	"SEQ00599"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00601"	"clust_2196"	"fid|184004800|locus|VBIGarVag270440_0601|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004800|locus|VBIGarVag270440_0601"	"SEQ00601"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00627"	"clust_2198"	"fid|184004857|locus|VBIGarVag270440_0627|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004857|locus|VBIGarVag270440_0627"	"SEQ00627"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00638"	"clust_2170"	"fid|184004881|locus|VBIGarVag270440_0638|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004881|locus|VBIGarVag270440_0638"	"SEQ00638"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00655"	"clust_2190"	"fid|184004919|locus|VBIGarVag270440_0655|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004919|locus|VBIGarVag270440_0655"	"SEQ00655"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00658"	"clust_2181"	"fid|184004927|locus|VBIGarVag270440_0658|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004927|locus|VBIGarVag270440_0658"	"SEQ00658"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00659"	"clust_2182"	"fid|184004929|locus|VBIGarVag270440_0659|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004929|locus|VBIGarVag270440_0659"	"SEQ00659"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00660"	"clust_2203"	"fid|184004932|locus|VBIGarVag270440_0660|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004932|locus|VBIGarVag270440_0660"	"SEQ00660"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00664"	"clust_2202"	"fid|184004940|locus|VBIGarVag270440_0664|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184004940|locus|VBIGarVag270440_0664"	"SEQ00664"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00696"	"clust_2184"	"fid|184005010|locus|VBIGarVag270440_0696|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005010|locus|VBIGarVag270440_0696"	"SEQ00696"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00700"	"clust_1972"	"fid|184005019|locus|VBIGarVag270440_0700|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005019|locus|VBIGarVag270440_0700"	"SEQ00700"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00701"	"clust_2241"	"fid|184005021|locus|VBIGarVag270440_0701|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005021|locus|VBIGarVag270440_0701"	"SEQ00701"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00741"	"clust_2205"	"fid|184005105|locus|VBIGarVag270440_0741|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005105|locus|VBIGarVag270440_0741"	"SEQ00741"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00745"	"clust_2233"	"fid|184005115|locus|VBIGarVag270440_0745|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005115|locus|VBIGarVag270440_0745"	"SEQ00745"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00746"	"clust_2174"	"fid|184005118|locus|VBIGarVag270440_0746|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005118|locus|VBIGarVag270440_0746"	"SEQ00746"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00776"	"clust_2155"	"fid|184005182|locus|VBIGarVag270440_0776|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005182|locus|VBIGarVag270440_0776"	"SEQ00776"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00814"	"clust_2154"	"fid|184005258|locus|VBIGarVag270440_0814|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005258|locus|VBIGarVag270440_0814"	"SEQ00814"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00844"	"clust_2158"	"fid|184005325|locus|VBIGarVag270440_0844|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005325|locus|VBIGarVag270440_0844"	"SEQ00844"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00856"	"clust_2185"	"fid|184005352|locus|VBIGarVag270440_0856|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005352|locus|VBIGarVag270440_0856"	"SEQ00856"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00857"	"clust_2186"	"fid|184005354|locus|VBIGarVag270440_0857|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005354|locus|VBIGarVag270440_0857"	"SEQ00857"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00859"	"clust_2187"	"fid|184005358|locus|VBIGarVag270440_0859|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005358|locus|VBIGarVag270440_0859"	"SEQ00859"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00862"	"clust_2188"	"fid|184005364|locus|VBIGarVag270440_0862|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005364|locus|VBIGarVag270440_0862"	"SEQ00862"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00864"	"clust_2189"	"fid|184005368|locus|VBIGarVag270440_0864|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005368|locus|VBIGarVag270440_0864"	"SEQ00864"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00890"	"clust_2210"	"fid|184005428|locus|VBIGarVag270440_0890|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005428|locus|VBIGarVag270440_0890"	"SEQ00890"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00895"	"clust_2204"	"fid|184005443|locus|VBIGarVag270440_0895|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005443|locus|VBIGarVag270440_0895"	"SEQ00895"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00907"	"clust_2209"	"fid|184005468|locus|VBIGarVag270440_0907|   LPXTG-motif protein cell wall anchor domain protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005468|locus|VBIGarVag270440_0907"	"SEQ00907"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00911"	"clust_2234"	"fid|184005480|locus|VBIGarVag270440_0911|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005480|locus|VBIGarVag270440_0911"	"SEQ00911"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00949"	"clust_2217"	"fid|184005564|locus|VBIGarVag270440_0949|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005564|locus|VBIGarVag270440_0949"	"SEQ00949"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00950"	"clust_2206"	"fid|184005573|locus|VBIGarVag270440_0950|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005573|locus|VBIGarVag270440_0950"	"SEQ00950"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ00953"	"clust_2207"	"fid|184005579|locus|VBIGarVag270440_0953|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005579|locus|VBIGarVag270440_0953"	"SEQ00953"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01009"	"clust_2145"	"fid|184005700|locus|VBIGarVag270440_1009|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005700|locus|VBIGarVag270440_1009"	"SEQ01009"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01010"	"clust_2144"	"fid|184005702|locus|VBIGarVag270440_1010|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005702|locus|VBIGarVag270440_1010"	"SEQ01010"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01055"	"clust_2138"	"fid|184005799|locus|VBIGarVag270440_1055|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005799|locus|VBIGarVag270440_1055"	"SEQ01055"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01059"	"clust_2139"	"fid|184005807|locus|VBIGarVag270440_1059|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005807|locus|VBIGarVag270440_1059"	"SEQ01059"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01061"	"clust_2140"	"fid|184005813|locus|VBIGarVag270440_1061|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005813|locus|VBIGarVag270440_1061"	"SEQ01061"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01078"	"clust_2141"	"fid|184005849|locus|VBIGarVag270440_1078|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005849|locus|VBIGarVag270440_1078"	"SEQ01078"	"Gardnerella vaginalis JCP8481B"
