"short_id"	"genome_name"	"accession"	"annotation"	"feature_type"	"na_feature_id"	"locus_tag"	"gene"	"product"	"ec_number"	"ec_name"	"figfam_id"	"go_id"	"go_term"	"pathway_id"	"pathway_name"	"ortho_id"
"fid|42068865|locus|VBIGarVag4823_0098"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000045"	"PATRIC"	"CDS"	42068865	"VBIGarVag4823_0098"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1144"
"fid|42069099|locus|VBIGarVag4823_0203"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000068"	"PATRIC"	"CDS"	42069099	"VBIGarVag4823_0203"	NA	"N-acylglucosamine 2-epimerase (EC 5.1.3.8)"	"5.1.3.8"	"N-acylglucosamine 2-epimerase"	"FIG00041819"	NA	NA	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1155"
"fid|42069211|locus|VBIGarVag4823_0254"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000074"	"PATRIC"	"CDS"	42069211	"VBIGarVag4823_0254"	NA	"Xylose repressor XylR (ROK family)"	NA	NA	"FIG01353285"	NA	NA	NA	NA	"clust_1146"
"fid|42069297|locus|VBIGarVag4823_0293"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000082"	"PATRIC"	"CDS"	42069297	"VBIGarVag4823_0293"	NA	"ABC transporter, solute-binding protein"	NA	NA	"FIG01316958"	NA	NA	NA	NA	"clust_1143"
"fid|42069301|locus|VBIGarVag4823_0295"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000082"	"PATRIC"	"CDS"	42069301	"VBIGarVag4823_0295"	NA	"ABC-type sugar transport system, permease component"	NA	NA	"FIG00005339"	NA	NA	NA	NA	"clust_1142"
"fid|42069303|locus|VBIGarVag4823_0296"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000082"	"PATRIC"	"CDS"	42069303	"VBIGarVag4823_0296"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	600	"Sphingolipid metabolism"	"clust_1141"
"fid|42069303|locus|VBIGarVag4823_0296"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000082"	"PATRIC"	"CDS"	42069303	"VBIGarVag4823_0296"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	52	"Galactose metabolism"	"clust_1141"
"fid|42069303|locus|VBIGarVag4823_0296"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000082"	"PATRIC"	"CDS"	42069303	"VBIGarVag4823_0296"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	531	"Glycosaminoglycan degradation"	"clust_1141"
"fid|42069303|locus|VBIGarVag4823_0296"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000082"	"PATRIC"	"CDS"	42069303	"VBIGarVag4823_0296"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	604	"Glycosphingolipid biosynthesis - ganglio series"	"clust_1141"
"fid|42069305|locus|VBIGarVag4823_0297"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000082"	"PATRIC"	"CDS"	42069305	"VBIGarVag4823_0297"	NA	"Alpha-L-fucosidase (EC 3.2.1.51)"	"3.2.1.51"	"Alpha-L-fucosidase"	"FIG00038920"	"GO:0004560"	"alpha-L-fucosidase activity"	NA	NA	"clust_1140"
"fid|42069339|locus|VBIGarVag4823_0313"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000084"	"PATRIC"	"CDS"	42069339	"VBIGarVag4823_0313"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|42069861|locus|VBIGarVag4823_0554"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000108"	"PATRIC"	"CDS"	42069861	"VBIGarVag4823_0554"	NA	"FIG00672247: hypothetical protein"	NA	NA	"FIG00672245"	NA	NA	NA	NA	"clust_1154"
"fid|42069961|locus|VBIGarVag4823_0600"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000114"	"PATRIC"	"CDS"	42069961	"VBIGarVag4823_0600"	NA	"FIG00424915: hypothetical protein"	NA	NA	"FIG01316768"	NA	NA	NA	NA	"clust_1152"
"fid|42069963|locus|VBIGarVag4823_0601"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000114"	"PATRIC"	"CDS"	42069963	"VBIGarVag4823_0601"	NA	"Zeta toxin"	NA	NA	"FIG01346510"	NA	NA	NA	NA	"clust_1151"
"fid|42069965|locus|VBIGarVag4823_0602"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000114"	"PATRIC"	"CDS"	42069965	"VBIGarVag4823_0602"	NA	"transcription regulator, probable"	NA	NA	"FIG01342244"	NA	NA	NA	NA	"clust_1150"
"fid|42069986|locus|VBIGarVag4823_0612"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000115"	"PATRIC"	"CDS"	42069986	"VBIGarVag4823_0612"	NA	"FIG01114224: hypothetical protein"	NA	NA	"FIG01114223"	NA	NA	NA	NA	"clust_1149"
"fid|42069988|locus|VBIGarVag4823_0613"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000115"	"PATRIC"	"CDS"	42069988	"VBIGarVag4823_0613"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	52	"Galactose metabolism"	"clust_1148"
"fid|42069988|locus|VBIGarVag4823_0613"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000115"	"PATRIC"	"CDS"	42069988	"VBIGarVag4823_0613"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1148"
"fid|42071302|locus|VBIGarVag4823_1231"	"Gardnerella vaginalis ATCC 14018 = JCM 11026"	"NZ_ADNB01000144"	"PATRIC"	"CDS"	42071302	"VBIGarVag4823_1231"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1158"
"fid|42626992|locus|VBIGarVag39333_0079"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42626992	"VBIGarVag39333_0079"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1144"
"fid|42627024|locus|VBIGarVag39333_0094"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42627024	"VBIGarVag39333_0094"	NA	"ABC transporter, solute-binding protein"	NA	NA	"FIG01316958"	NA	NA	NA	NA	"clust_1143"
"fid|42627028|locus|VBIGarVag39333_0096"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42627028	"VBIGarVag39333_0096"	NA	"ABC-type sugar transport system, permease component"	NA	NA	"FIG00005339"	NA	NA	NA	NA	"clust_1142"
"fid|42627030|locus|VBIGarVag39333_0097"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42627030	"VBIGarVag39333_0097"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	600	"Sphingolipid metabolism"	"clust_1141"
"fid|42627030|locus|VBIGarVag39333_0097"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42627030	"VBIGarVag39333_0097"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	531	"Glycosaminoglycan degradation"	"clust_1141"
"fid|42627030|locus|VBIGarVag39333_0097"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42627030	"VBIGarVag39333_0097"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	604	"Glycosphingolipid biosynthesis - ganglio series"	"clust_1141"
"fid|42627030|locus|VBIGarVag39333_0097"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42627030	"VBIGarVag39333_0097"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	52	"Galactose metabolism"	"clust_1141"
"fid|42627032|locus|VBIGarVag39333_0098"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42627032	"VBIGarVag39333_0098"	NA	"Alpha-L-fucosidase (EC 3.2.1.51)"	"3.2.1.51"	"Alpha-L-fucosidase"	"FIG00038920"	"GO:0004560"	"alpha-L-fucosidase activity"	NA	NA	"clust_1140"
"fid|42627599|locus|VBIGarVag39333_0369"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42627599	"VBIGarVag39333_0369"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|42627983|locus|VBIGarVag39333_0553"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42627983	"VBIGarVag39333_0553"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1158"
"fid|42628699|locus|VBIGarVag39333_0898"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42628699	"VBIGarVag39333_0898"	NA	"N-acylglucosamine 2-epimerase (EC 5.1.3.8)"	"5.1.3.8"	"N-acylglucosamine 2-epimerase"	"FIG00041819"	NA	NA	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1155"
"fid|42628821|locus|VBIGarVag39333_0958"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42628821	"VBIGarVag39333_0958"	NA	"FIG00672247: hypothetical protein"	NA	NA	"FIG00672245"	NA	NA	NA	NA	"clust_1154"
"fid|42629211|locus|VBIGarVag39333_1151"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42629211	"VBIGarVag39333_1151"	NA	"FIG00424915: hypothetical protein"	NA	NA	"FIG01316768"	NA	NA	NA	NA	"clust_1152"
"fid|42629213|locus|VBIGarVag39333_1152"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42629213	"VBIGarVag39333_1152"	NA	"Zeta toxin"	NA	NA	"FIG01346510"	NA	NA	NA	NA	"clust_1151"
"fid|42629215|locus|VBIGarVag39333_1153"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42629215	"VBIGarVag39333_1153"	NA	"transcription regulator, probable"	NA	NA	"FIG01342244"	NA	NA	NA	NA	"clust_1150"
"fid|42629233|locus|VBIGarVag39333_1162"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42629233	"VBIGarVag39333_1162"	NA	"FIG01114224: hypothetical protein"	NA	NA	"FIG01114223"	NA	NA	NA	NA	"clust_1149"
"fid|42629235|locus|VBIGarVag39333_1163"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42629235	"VBIGarVag39333_1163"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1148"
"fid|42629235|locus|VBIGarVag39333_1163"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42629235	"VBIGarVag39333_1163"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	52	"Galactose metabolism"	"clust_1148"
"fid|42629369|locus|VBIGarVag39333_1225"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42629369	"VBIGarVag39333_1225"	NA	"Xylulose kinase (EC 2.7.1.17)"	"2.7.1.17"	"Xylulokinase"	"FIG00000793"	"GO:0004856"	"xylulokinase activity"	40	"Pentose and glucuronate interconversions"	"clust_1147"
"fid|42629371|locus|VBIGarVag39333_1226"	"Gardnerella vaginalis ATCC 14019"	"NC_014644"	"PATRIC"	"CDS"	42629371	"VBIGarVag39333_1226"	NA	"Xylose repressor XylR (ROK family)"	NA	NA	"FIG01353285"	NA	NA	NA	NA	"clust_1146"
"fid|52549292|locus|VBIGarVag171052_0484"	"Gardnerella vaginalis 41V"	"AEJE01000030"	"PATRIC"	"CDS"	52549292	"VBIGarVag171052_0484"	NA	"Zeta toxin"	NA	NA	"FIG01346510"	NA	NA	NA	NA	"clust_1151"
"fid|52549294|locus|VBIGarVag171052_0485"	"Gardnerella vaginalis 41V"	"AEJE01000030"	"PATRIC"	"CDS"	52549294	"VBIGarVag171052_0485"	NA	"FIG00424915: hypothetical protein"	NA	NA	"FIG01316768"	NA	NA	NA	NA	"clust_1152"
"fid|52549483|locus|VBIGarVag171052_0574"	"Gardnerella vaginalis 41V"	"AEJE01000037"	"PATRIC"	"CDS"	52549483	"VBIGarVag171052_0574"	NA	"Xylose-responsive transcription regulator, ROK family"	NA	NA	"FIG00092279"	NA	NA	NA	NA	"clust_1146"
"fid|52549485|locus|VBIGarVag171052_0575"	"Gardnerella vaginalis 41V"	"AEJE01000037"	"PATRIC"	"CDS"	52549485	"VBIGarVag171052_0575"	NA	"Xylulose kinase (EC 2.7.1.17)"	"2.7.1.17"	"Xylulokinase"	"FIG00000793"	"GO:0004856"	"xylulokinase activity"	40	"Pentose and glucuronate interconversions"	"clust_1147"
"fid|52549489|locus|VBIGarVag171052_0577"	"Gardnerella vaginalis 41V"	"AEJE01000037"	"PATRIC"	"CDS"	52549489	"VBIGarVag171052_0577"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|52549771|locus|VBIGarVag171052_0711"	"Gardnerella vaginalis 41V"	"AEJE01000044"	"PATRIC"	"CDS"	52549771	"VBIGarVag171052_0711"	NA	"FIG01114224: hypothetical protein"	NA	NA	"FIG01114223"	NA	NA	NA	NA	"clust_1149"
"fid|52549773|locus|VBIGarVag171052_0712"	"Gardnerella vaginalis 41V"	"AEJE01000044"	"PATRIC"	"CDS"	52549773	"VBIGarVag171052_0712"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1148"
"fid|52549773|locus|VBIGarVag171052_0712"	"Gardnerella vaginalis 41V"	"AEJE01000044"	"PATRIC"	"CDS"	52549773	"VBIGarVag171052_0712"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	52	"Galactose metabolism"	"clust_1148"
"fid|52550129|locus|VBIGarVag171052_0883"	"Gardnerella vaginalis 41V"	"AEJE01000051"	"PATRIC"	"CDS"	52550129	"VBIGarVag171052_0883"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1144"
"fid|52550155|locus|VBIGarVag171052_0895"	"Gardnerella vaginalis 41V"	"AEJE01000051"	"PATRIC"	"CDS"	52550155	"VBIGarVag171052_0895"	NA	"ABC transporter, solute-binding protein"	NA	NA	"FIG01316958"	NA	NA	NA	NA	"clust_1143"
"fid|52550205|locus|VBIGarVag171052_0918"	"Gardnerella vaginalis 41V"	"AEJE01000052"	"PATRIC"	"CDS"	52550205	"VBIGarVag171052_0918"	NA	"Alpha-L-fucosidase (EC 3.2.1.51)"	"3.2.1.51"	"Alpha-L-fucosidase"	"FIG00038920"	"GO:0004560"	"alpha-L-fucosidase activity"	NA	NA	"clust_1140"
"fid|52550207|locus|VBIGarVag171052_0919"	"Gardnerella vaginalis 41V"	"AEJE01000052"	"PATRIC"	"CDS"	52550207	"VBIGarVag171052_0919"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	600	"Sphingolipid metabolism"	"clust_1141"
"fid|52550207|locus|VBIGarVag171052_0919"	"Gardnerella vaginalis 41V"	"AEJE01000052"	"PATRIC"	"CDS"	52550207	"VBIGarVag171052_0919"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	604	"Glycosphingolipid biosynthesis - ganglio series"	"clust_1141"
"fid|52550207|locus|VBIGarVag171052_0919"	"Gardnerella vaginalis 41V"	"AEJE01000052"	"PATRIC"	"CDS"	52550207	"VBIGarVag171052_0919"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	52	"Galactose metabolism"	"clust_1141"
"fid|52550207|locus|VBIGarVag171052_0919"	"Gardnerella vaginalis 41V"	"AEJE01000052"	"PATRIC"	"CDS"	52550207	"VBIGarVag171052_0919"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	531	"Glycosaminoglycan degradation"	"clust_1141"
"fid|52550209|locus|VBIGarVag171052_0920"	"Gardnerella vaginalis 41V"	"AEJE01000052"	"PATRIC"	"CDS"	52550209	"VBIGarVag171052_0920"	NA	"ABC-type sugar transport system, permease component"	NA	NA	"FIG00005339"	NA	NA	NA	NA	"clust_1142"
"fid|52550259|locus|VBIGarVag171052_0942"	"Gardnerella vaginalis 41V"	"AEJE01000056"	"PATRIC"	"CDS"	52550259	"VBIGarVag171052_0942"	NA	"FIG00672247: hypothetical protein"	NA	NA	"FIG00672245"	NA	NA	NA	NA	"clust_1154"
"fid|52550418|locus|VBIGarVag171052_1018"	"Gardnerella vaginalis 41V"	"AEJE01000058"	"PATRIC"	"CDS"	52550418	"VBIGarVag171052_1018"	NA	"N-acylglucosamine 2-epimerase (EC 5.1.3.8)"	"5.1.3.8"	"N-acylglucosamine 2-epimerase"	"FIG00041819"	NA	NA	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1155"
"fid|52550539|locus|VBIGarVag171052_1074"	"Gardnerella vaginalis 41V"	"AEJE01000065"	"PATRIC"	"CDS"	52550539	"VBIGarVag171052_1074"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|52551049|locus|VBIGarVag171052_1308"	"Gardnerella vaginalis 41V"	"AEJE01000070"	"PATRIC"	"CDS"	52551049	"VBIGarVag171052_1308"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1158"
"fid|54189341|locus|VBIGarVag188338_0270"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54189341	"VBIGarVag188338_0270"	NA	"Xylose repressor XylR (ROK family)"	NA	NA	"FIG01353285"	NA	NA	NA	NA	"clust_1146"
"fid|54189343|locus|VBIGarVag188338_0271"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54189343	"VBIGarVag188338_0271"	NA	"Xylulose kinase (EC 2.7.1.17)"	"2.7.1.17"	"Xylulokinase"	"FIG00000793"	"GO:0004856"	"xylulokinase activity"	40	"Pentose and glucuronate interconversions"	"clust_1147"
"fid|54189505|locus|VBIGarVag188338_0347"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54189505	"VBIGarVag188338_0347"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	52	"Galactose metabolism"	"clust_1148"
"fid|54189505|locus|VBIGarVag188338_0347"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54189505	"VBIGarVag188338_0347"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1148"
"fid|54189507|locus|VBIGarVag188338_0348"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54189507	"VBIGarVag188338_0348"	NA	"FIG01114224: hypothetical protein"	NA	NA	"FIG01114223"	NA	NA	NA	NA	"clust_1149"
"fid|54189525|locus|VBIGarVag188338_0357"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54189525	"VBIGarVag188338_0357"	NA	"transcription regulator, probable"	NA	NA	"FIG01342244"	NA	NA	NA	NA	"clust_1150"
"fid|54189527|locus|VBIGarVag188338_0358"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54189527	"VBIGarVag188338_0358"	NA	"Zeta toxin"	NA	NA	"FIG01346510"	NA	NA	NA	NA	"clust_1151"
"fid|54189529|locus|VBIGarVag188338_0359"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54189529	"VBIGarVag188338_0359"	NA	"FIG00424915: hypothetical protein"	NA	NA	"FIG01316768"	NA	NA	NA	NA	"clust_1152"
"fid|54190015|locus|VBIGarVag188338_0598"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54190015	"VBIGarVag188338_0598"	NA	"FIG00672247: hypothetical protein"	NA	NA	"FIG00672245"	NA	NA	NA	NA	"clust_1154"
"fid|54190127|locus|VBIGarVag188338_0653"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54190127	"VBIGarVag188338_0653"	NA	"N-acylglucosamine 2-epimerase (EC 5.1.3.8)"	"5.1.3.8"	"N-acylglucosamine 2-epimerase"	"FIG00041819"	NA	NA	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1155"
"fid|54190790|locus|VBIGarVag188338_0970"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54190790	"VBIGarVag188338_0970"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1158"
"fid|54191164|locus|VBIGarVag188338_1149"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54191164	"VBIGarVag188338_1149"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|54191536|locus|VBIGarVag188338_1330"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54191536	"VBIGarVag188338_1330"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1144"
"fid|54191576|locus|VBIGarVag188338_1349"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54191576	"VBIGarVag188338_1349"	NA	"ABC transporter, solute-binding protein"	NA	NA	"FIG01316958"	NA	NA	NA	NA	"clust_1143"
"fid|54191582|locus|VBIGarVag188338_1352"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54191582	"VBIGarVag188338_1352"	NA	"ABC-type sugar transport system, permease component"	NA	NA	"FIG00005339"	NA	NA	NA	NA	"clust_1142"
"fid|54191584|locus|VBIGarVag188338_1353"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54191584	"VBIGarVag188338_1353"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	531	"Glycosaminoglycan degradation"	"clust_1141"
"fid|54191584|locus|VBIGarVag188338_1353"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54191584	"VBIGarVag188338_1353"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	52	"Galactose metabolism"	"clust_1141"
"fid|54191584|locus|VBIGarVag188338_1353"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54191584	"VBIGarVag188338_1353"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	600	"Sphingolipid metabolism"	"clust_1141"
"fid|54191584|locus|VBIGarVag188338_1353"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54191584	"VBIGarVag188338_1353"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	604	"Glycosphingolipid biosynthesis - ganglio series"	"clust_1141"
"fid|54191586|locus|VBIGarVag188338_1354"	"Gardnerella vaginalis HMP9231"	"CP002725"	"PATRIC"	"CDS"	54191586	"VBIGarVag188338_1354"	NA	"Alpha-L-fucosidase (EC 3.2.1.51)"	"3.2.1.51"	"Alpha-L-fucosidase"	"FIG00038920"	"GO:0004560"	"alpha-L-fucosidase activity"	NA	NA	"clust_1140"
"fid|55259264|locus|VBIGarVag169280_0061"	"Gardnerella vaginalis 315-A"	"AFDI01000003"	"PATRIC"	"CDS"	55259264	"VBIGarVag169280_0061"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1144"
"fid|55259299|locus|VBIGarVag169280_0077"	"Gardnerella vaginalis 315-A"	"AFDI01000003"	"PATRIC"	"CDS"	55259299	"VBIGarVag169280_0077"	NA	"ABC transporter, solute-binding protein"	NA	NA	"FIG01316958"	NA	NA	NA	NA	"clust_1143"
"fid|55259303|locus|VBIGarVag169280_0079"	"Gardnerella vaginalis 315-A"	"AFDI01000003"	"PATRIC"	"CDS"	55259303	"VBIGarVag169280_0079"	NA	"ABC-type sugar transport system, permease component"	NA	NA	"FIG00005339"	NA	NA	NA	NA	"clust_1142"
"fid|55259305|locus|VBIGarVag169280_0080"	"Gardnerella vaginalis 315-A"	"AFDI01000003"	"PATRIC"	"CDS"	55259305	"VBIGarVag169280_0080"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	531	"Glycosaminoglycan degradation"	"clust_1141"
